id;country;raised;raised_tsp;allocated;allocated_tsp;stages;fixed;wait time;init_priority;priority;client;family;family action;subfamily;subfamily action;team;analyst;action;action status;duration;duration_outlier;similar;inheritance elapsed time;status;escalate;outlier;_feature_0;_feature_1;_feature_2;_feature_3;_feature_4;_feature_5;destination_ip;destination_port;source_ip;source_port
17;Papua New Guinea;2020-05-15 23:51:20+00:00;1589586680;2020-05-16 00:00:00+00:00;1589587200.0;[1589587200.0, 1589587344.0, 1589587407.0, 1589587522.2, 1589587842.6000001, 1589588532.6000001, 1589589014.4, 1589589084.0];2020-05-16 00:31:24+00:00;8.666666666666666;2;2;Client_2;E;ejdBoPv;E_3;'W''a''23''5e''b9''eb''T';L1;Analyst_9;['W', 'a', '23', '5e', 'b9', 'eb', 'T'];Distance LESS 3;31.4;31.4;---;--;Closed;False;False;False;False;False;False;False;False;103.9.140.175;16824;103.51.223.182;57076
18;Uzbekistan;2020-05-20 15:28:39+00:00;1589988519;2020-05-20 15:28:39+00:00;1589988519.0;[1589988519, 1589988769.14, 1589988969.7800002, 1589989164.4800003, 1589989262.1600003];2020-05-20 15:41:02.160000+00:00;0.0;2;2;Client_2;B;eYnv;B_3;'W''77''ee''T';L1;Analyst_4;['W', '77', 'ee', 'T'];Distance LESS 3;11.26;12.386;---;--;Closed;False;True;True;True;True;True;True;True;---;---;---;---
19;Antigua and Barbuda;2020-05-20 20:12:19+00:00;1590005539;2020-05-20 20:12:19+00:00;1590005539.0;[1590005539, 1590005831.8, 1590006341.2, 1590006601.6000001, 1590006906.4, 1590007101.4, 1590007188.4, 1590007274.2, 1590007518.4];2020-05-20 20:45:18.400000+00:00;0.0;1;1;Client_2;A;eNRJG84;A_1;'W''9d''8''5a''da''59''k';L1;Analyst_3;['W', '9d', '20', '8', '5a', 'da', '59', 'k'];Distance LESS 3;32.99;32.99;---;--;Closed;False;False;False;True;True;True;True;True;---;---;---;---
20;China;2020-05-21 04:59:39+00:00;1590037179;2020-05-21 04:59:39+00:00;1590037179.0;[1590037179, 1590037309.2, 1590037369.8, 1590037698.0, 1590038202.0, 1590038587.8, 1590038641.2];2020-05-21 05:24:01.200000+00:00;0.0;1;1;Client_1;J;eMamv;J_3;'W''a1''6b''cf''T';L1;Analyst_8;['W', 'a1', '6b', 'cf', 'fd', 'T'];Distance LESS 3;24.37;24.37;---;--;Closed;False;False;True;True;True;False;True;True;---;---;---;---
21;Macedonia;2020-05-28 13:51:10+00:00;1590673870;2020-05-28 13:51:10+00:00;1590673870.0;[1590673870, 1590674047.6, 1590674531.8, 1590674678.8, 1590675350.2, 1590675392.2];2020-05-28 14:16:32.200000+00:00;0.0;1;1;Client_1;G;VKUlv;G_1;'w''fb''cd''c5''T';L1;Analyst_4;['w', 'fb', 'cd', 'c5', 'T'];Distance LESS 3;25.37;25.37;---;--;Closed;False;False;True;False;False;False;True;True;---;---;---;---
22;Ukraine;2020-05-31 08:48:36+00:00;1590914916;2020-05-31 08:48:36+00:00;1590914916.0;[1590914916, 1590915051.6, 1590915183.6, 1590915414.6, 1590915652.1999998];2020-05-31 09:00:52.200000+00:00;0.0;2;2;Client_2;F;Vm04;F_1;'w''eb''74''k';L1;Analyst_2;['w', 'eb', '74', 'k'];Distance LESS 3;12.27;12.27;---;--;Closed;False;False;True;True;True;True;False;False;193.138.239.189;2829;134.159.140.79;50616
23;Chad;2020-06-02 19:09:34+00:00;1591124974;2020-06-02 19:09:34+00:00;1591124974.0;[1591124974, 1591125112.0, 1591125620.8, 1591126075.0, 1591126320.4, 1591126465.6000001, 1591126531.6000001, 1591126672.0000002];2020-06-02 19:37:52+00:00;0.0;1;1;Client_2;A;eNRJG84;A_1;'W''9d''8''5a''da''59''k';L1;Analyst_6;['W', '9d', '8', '5a', 'da', '59', 'k'];Distance LESS 3;28.3;28.3;---;--;Closed;False;False;False;True;True;True;True;True;---;---;---;---
24;Central African Republic;2020-06-04 07:37:27+00:00;1591256247;2020-06-04 07:37:27+00:00;1591256247.0;[1591256247, 1591256455.8, 1591256628.0, 1591256933.4, 1591257061.2];2020-06-04 07:51:01.200000+00:00;0.0;2;2;Client_1;F;Vm04;F_3;'w''df''f3''k';L1;Analyst_9;['w', 'df', 'f3', 'k'];Distance LESS 3;13.57;13.57;---;--;Closed;False;False;True;True;True;True;False;False;104.207.78.51;488;193.142.120.218;64197
25;Honduras;2020-06-07 11:55:03+00:00;1591530903;2020-06-07 11:55:03+00:00;1591530903.0;[1591530903, 1591531111.8, 1591531727.3999999, 1591531837.1999998, 1591532073.6, 1591532347.8, 1591532606.3999999];2020-06-07 12:23:26.400000+00:00;0.0;4;4;Client_1;D;eNPys4;D_1;'W''cc''90''7d''55''k';L1;Analyst_5;['W', 'cc', '90', '7d', '55', 'k'];Distance LESS 3;28.39;28.39;---;--;Closed;False;False;False;False;True;False;True;True;---;---;---;---
26;Cameroon;2020-06-07 14:35:58+00:00;1591540558;2020-06-07 14:35:58+00:00;1591540558.0;[1591540558, 1591540750.0, 1591540862.8, 1591541336.8, 1591541515.6, 1591541785.6, 1591541956.0];2020-06-07 14:59:16+00:00;0.0;3;3;Client_2;C;ep3Ia4;C_3;'W''9''4f''a8''4b''k';L1;Analyst_4;['W', '9', '4f', 'a8', '4b', 'k'];Distance LESS 3;23.3;23.3;---;--;Closed;False;False;True;True;True;True;True;True;---;---;---;---
27;Mali;2020-06-07 16:40:32+00:00;1591548032;2020-06-07 16:40:32+00:00;1591548032.0;[1591548032, 1591548269.6, 1591548424.3999999, 1591548594.8, 1591548851.6, 1591549282.3999999, 1591549447.9999998];2020-06-07 17:04:08+00:00;0.0;4;4;Client_1;D;eNPys4;D_6;'W''a1''58''7d''91''k';L1;Analyst_6;['W', 'a1', '58', '7d', '91', 'k'];Distance LESS 3;23.6;23.6;---;--;Closed;False;False;False;False;True;False;True;True;---;---;---;---
28;Suriname;2020-06-09 04:41:39+00:00;1591677699;2020-06-09 04:41:39+00:00;1591677699.0;[1591677699, 1591677866.4, 1591678127.4, 1591678261.2, 1591678426.2, 1591678500.0, 1591678763.4];2020-06-09 04:59:23.400000+00:00;0.0;1;1;Client_2;H;eAJfs4;H_3;'W''45''27''88''89''k';L1;Analyst_8;['W', '45', '27', '88', '89', 'k'];Distance LESS 3;17.74;17.74;---;--;Closed;False;False;False;True;True;False;False;True;---;---;---;---
29;Jamaica;2020-06-10 12:34:58+00:00;1591792498;2020-06-10 12:34:58+00:00;1591792498.0;[1591792498, 1591792726.6, 1591793039.1999998, 1591793235.9999998, 1591793650.5999997, 1591793708.7999997];2020-06-10 12:55:08.800000+00:00;0.0;1;1;Client_1;G;VKUlv;G_1;'w''fb''cd''c5''T';L1;Analyst_4;['w', 'fb', 'cd', 'c5', 'T'];Distance LESS 3;20.18;20.18;---;--;Closed;False;False;True;False;False;False;True;True;---;---;---;---
30;Bolivia;2020-06-14 04:42:50+00:00;1592109770;2020-06-14 04:42:50+00:00;1592109770.0;[1592109770, 1592109975.8, 1592110173.8, 1592110260.2, 1592110331.0, 1592110468.4, 1592110696.4];2020-06-14 04:58:16.400000+00:00;0.0;1;1;Client_1;H;eAJfs4;H_2;'W''67''27''4d''89''k';L1;Analyst_7;['W', '67', '27', '4d', '89', 'k'];Distance LESS 3;15.44;15.44;---;--;Closed;False;False;False;True;True;False;False;True;---;---;---;---
31;Burkina Faso;2020-06-14 18:25:35+00:00;1592159135;2020-06-14 18:25:35+00:00;1592159135.0;[1592159135, 1592159326.4, 1592159577.2, 1592159676.8, 1592159853.8, 1592160671.6, 1592160792.1999998];2020-06-14 18:53:12.200000+00:00;0.0;4;4;Client_1;D;eNPys4;D_6;'W''a1''58''7d''91''k';L1;Analyst_3;['W', 'a1', '58', '7d', '91', 'k'];Distance LESS 3;27.62;27.62;---;--;Closed;False;False;False;False;True;False;True;True;---;---;---;---
32;Puerto Rico;2020-06-16 20:01:30+00:00;1592337690;2020-06-16 20:01:30+00:00;1592337690.0;[1592337690, 1592337895.2, 1592337946.2, 1592338492.8, 1592338933.8, 1592339005.8];2020-06-16 20:23:25.800000+00:00;0.0;1;1;Client_1;J;eMamv;J_2;'W''a1''fd''cf''T';L1;Analyst_1;['W', 'a1', 'fd', 'cf', 'T'];Distance LESS 3;21.93;21.93;---;--;Closed;False;False;True;True;True;False;True;True;---;---;---;---
33;Iceland;2020-06-17 19:51:49+00:00;1592423509;2020-06-17 19:51:49+00:00;1592423509.0;[1592423509, 1592423788.0, 1592424131.2, 1592424575.2, 1592424816.4, 1592424981.4, 1592425038.4, 1592425238.2];2020-06-17 20:20:38.200000+00:00;0.0;1;1;Client_1;A;eNRJG84;A_1;'W''9d''8''5a''da''59''k';L1;Analyst_6;['W', '9d', '8', '5a', 'da', '59', 'k'];Distance LESS 3;28.82;28.82;---;--;Closed;False;False;False;True;True;True;True;True;---;---;---;---
34;Pakistan;2020-06-24 13:21:14+00:00;1593004874;2020-06-24 13:21:14+00:00;1593004874.0;[1593004874, 1593005054.6, 1593005582.6, 1593005636.6, 1593006175.3999999, 1593006231.8];2020-06-24 13:43:51.800000+00:00;0.0;1;1;Client_1;G;VKUlv;G_2;'w''fb''81''c5''T';L1;Analyst_4;['w', 'fb', '81', 'c5', 'T'];Distance LESS 3;22.63;22.63;---;--;Closed;False;False;True;False;False;False;True;True;---;---;---;---
35;Panama;2020-06-25 20:34:17+00:00;1593117257;2020-06-25 20:34:17+00:00;1593117257.0;[1593117257, 1593117428.6, 1593117845.0, 1593118330.4, 1593118562.6000001, 1593118691.0000002, 1593118773.8000002, 1593119187.2000003, 1593119350.4000003];2020-06-25 21:09:10.400000+00:00;0.0;1;1;Client_2;A;eNRJG84;A_1;'W''9d''8''5a''da''59''k';L1;Analyst_1;['W', '9d', '8', '5a', 'da', '59', '20', 'k'];Distance LESS 3;34.89;34.89;---;--;Closed;False;False;False;True;True;True;True;True;---;---;---;---
36;Indonesia;2020-06-27 14:50:04+00:00;1593269404;2020-06-27 14:50:04+00:00;1593269404.0;[1593269404, 1593269542.6, 1593269715.3999999, 1593269952.9999998, 1593270122.1999998, 1593270236.1999998, 1593270371.1999998];2020-06-27 15:06:11.200000+00:00;0.0;3;3;Client_1;C;ep3Ia4;C_4;'W''9''56''a8''1f''k';L1;Analyst_5;['W', '9', '56', 'a8', '1f', 'k'];Distance LESS 3;16.12;16.12;---;--;Closed;False;False;True;True;True;True;True;True;---;---;---;---
37;Kosovo;2020-07-04 15:43:23+00:00;1593877403;2020-07-04 16:00:00+00:00;1593878400.0;[1593878400.0, 1593878644.2, 1593879361.2, 1593879577.8, 1593879807.6, 1593880366.8, 1593880567.8];2020-07-04 16:36:07.800000+00:00;16.616666666666667;3;3;Client_1;C;ep3Ia4;C_8;'W''51''8''b''4b''k';L1;Analyst_6;['W', '51', '8', 'b', '4b', 'k'];Distance LESS 3;36.13;36.13;---;--;Closed;False;False;True;True;True;True;True;True;---;---;---;---
38;Grenada;2020-07-06 04:28:50+00:00;1594009730;2020-07-06 04:28:50+00:00;1594009730.0;[1594009730, 1594010016.8, 1594010072.6, 1594010322.8, 1594010698.3999999, 1594010782.3999999];2020-07-06 04:46:22.400000+00:00;0.0;1;1;Client_2;J;eMamv;J_3;'W''a1''6b''cf''T';L1;Analyst_9;['W', 'a1', '6b', 'cf', 'T'];Distance LESS 3;17.54;17.54;---;--;Closed;False;False;True;True;True;False;True;True;---;---;---;---
39;Spain;2020-07-09 11:06:57+00:00;1594292817;2020-07-09 11:06:57+00:00;1594292817.0;[1594292817, 1594293006.0, 1594293203.4, 1594293841.2, 1594294095.0, 1594294139.4];2020-07-09 11:28:59.400000+00:00;0.0;4;4;Client_1;I;Va12v;I_8;'w''67''2a''4b''T';L1;Analyst_2;['w', '67', '2a', '4b', 'T'];Distance LESS 3;22.04;22.04;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
40;Bolivia;2020-07-11 06:30:34+00:00;1594449034;2020-07-11 06:30:34+00:00;1594449034.0;[1594449034, 1594449162.4, 1594449206.2, 1594449332.2, 1594449498.4, 1594449709.6000001, 1594450251.4, 1594450301.2];2020-07-11 06:51:41.200000+00:00;0.0;2;2;Client_1;E;ejdBoPv;E_4;'W''bb''3b''3c''b4''eb''T';L1;Analyst_7;['W', 'bb', '3b', '3c', 'b4', 'eb', 'T'];Distance LESS 3;21.12;21.12;---;--;Closed;False;False;False;False;False;False;False;False;46.36.200.24;559;158.169.43.53;62393
41;Swaziland;2020-07-13 04:17:30+00:00;1594613850;2020-07-13 04:17:30+00:00;1594613850.0;[1594613850, 1594613982.0, 1594614184.2, 1594614280.2, 1594614319.2, 1594614427.2, 1594614480.0, 1594614706.2];2020-07-13 04:31:46.200000+00:00;0.0;1;1;Client_2;H;eAJfs4;H_2;'W''67''27''4d''89''k';L1;Analyst_8;['W', '67', '27', '4d', '89', '4d', 'k'];Distance LESS 3;14.27;14.27;---;--;Closed;False;False;False;True;True;False;False;True;---;---;---;---
42;Denmark;2020-07-18 11:45:33+00:00;1595072733;2020-07-18 11:45:33+00:00;1595072733.0;[1595072733, 1595072928.0, 1595073369.6, 1595074212.6, 1595074314.0, 1595074377.6];2020-07-18 12:12:57.600000+00:00;0.0;4;4;Client_2;I;Va12v;I_1;'w''67''2a''a7''T';L1;Analyst_5;['w', '67', '2a', 'a7', 'T'];Distance LESS 3;27.41;27.41;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
43;Switzerland;2020-07-20 21:10:40+00:00;1595279440;2020-07-20 21:10:40+00:00;1595279440.0;[1595279440, 1595279712.4, 1595280071.2, 1595280473.2, 1595280739.0, 1595280824.8];2020-07-20 21:33:44.800000+00:00;0.0;1;1;Client_1;J;eMamv;J_1;'W''a3''fd''cf''T';L1;Analyst_6;['W', 'a3', 'fd', 'cf', 'T'];Distance LESS 3;23.08;23.08;---;--;Closed;False;False;True;True;True;False;True;True;---;---;---;---
44;Liechtenstein;2020-07-21 11:50:41+00:00;1595332241;2020-07-21 11:50:41+00:00;1595332241.0;[1595332241, 1595332396.4, 1595332949.6000001, 1595333112.2, 1595333316.2, 1595333360.6000001];2020-07-21 12:09:20.600000+00:00;0.0;2;2;Client_1;B;eYnv;B_3;'W''77''ee''T';L1;Analyst_5;['W', 'd1', '77', 'ee', 'T'];Distance LESS 3;18.66;18.66;---;--;Closed;False;False;True;True;True;True;True;True;---;---;---;---
45;San Marino;2020-07-23 03:23:40+00:00;1595474620;2020-07-23 03:23:40+00:00;1595474620.0;[1595474620, 1595474855.8, 1595474948.8, 1595475034.6, 1595475240.3999999, 1595475405.9999998, 1595475828.3999999, 1595475873.3999999];2020-07-23 03:44:33.400000+00:00;0.0;2;2;Client_2;E;ejdBoPv;E_4;'W''bb''3b''3c''b4''eb''T';L1;Analyst_9;['W', 'bb', '3b', '3c', 'b4', 'eb', 'T'];Distance LESS 3;20.89;20.89;---;--;Closed;False;False;False;False;False;False;False;False;89.186.41.110;16831;57.84.88.181;53935
46;Norway;2020-07-27 11:17:44+00:00;1595848664;2020-07-27 11:17:44+00:00;1595848664.0;[1595848664, 1595848796.6, 1595848887.1999998, 1595849128.9999998, 1595849176.3999999];2020-07-27 11:26:16.400000+00:00;0.0;2;2;Client_1;B;eYnv;B_5;'W''57''42''T';L1;Analyst_4;['W', '57', '42', 'T'];Distance LESS 3;8.54;8.54;---;--;Closed;False;False;True;True;True;True;True;True;---;---;---;---
47;Turkey;2020-07-31 01:34:50+00:00;1596159290;2020-07-31 01:34:50+00:00;1596159290.0;[1596159290, 1596159422.66, 1596159499.22, 1596160145.3600001, 1596160301.1200001, 1596161205.98, 1596161459.42, 1596161999.3000002, 1596162099.6200001];2020-07-31 02:21:39.620000+00:00;0.0;2;2;Client_2;E;ejdBoPv;E_6;'W''bb''a1''da''20''eb''T';L1;Analyst_8;['W', 'bb', 'eb', 'a1', 'da', '20', 'eb', 'T'];Distance LESS 3;42.57;46.827;---;--;Closed;False;True;False;False;False;False;False;False;79.99.183.186;19314;185.34.229.129;57235
48;Argentina;2020-08-02 03:28:22+00:00;1596338902;2020-08-02 03:28:22+00:00;1596338902.0;[1596338902, 1596339134.8, 1596339393.3999999, 1596339561.9999998, 1596339599.1999998, 1596339773.7999997, 1596340006.5999997];2020-08-02 03:46:46.600000+00:00;0.0;1;1;Client_2;H;eAJfs4;H_2;'W''67''27''4d''89''k';L1;Analyst_7;['W', '67', '27', '4d', '89', 'k'];Distance LESS 3;18.41;18.41;---;--;Closed;False;False;False;True;True;False;False;True;---;---;---;---
49;Bosnia and Herzegovina;2020-08-03 06:24:34+00:00;1596435874;2020-08-03 06:24:34+00:00;1596435874.0;[1596435874, 1596436120.18, 1596436390.1200001, 1596436520.14, 1596436625.0800002, 1596436759.0600002, 1596436916.8000002];2020-08-03 06:41:56.800000+00:00;0.0;1;1;Client_2;H;eAJfs4;H_2;'W''67''27''4d''89''k';L1;Analyst_7;['W', '67', '27', '4d', '89', 'k'];Distance LESS 3;15.8;17.38;---;--;Closed;False;True;False;True;True;False;False;True;---;---;---;---
50;Belarus;2020-08-06 21:08:28+00:00;1596748108;2020-08-06 21:08:28+00:00;1596748108.0;[1596748108, 1596748365.4, 1596748785.4, 1596749080.0, 1596749239.6, 1596749614.6, 1596749771.8];2020-08-06 21:36:11.800000+00:00;0.0;3;3;Client_2;C;ep3Ia4;C_8;'W''51''8''b''4b''k';L1;Analyst_1;['W', '51', '8', 'b', '4b', 'k'];Distance LESS 3;27.73;27.73;---;--;Closed;False;False;True;True;True;True;True;True;---;---;---;---
51;Samoa;2020-08-10 00:38:50+00:00;1597019930;2020-08-10 00:38:50+00:00;1597019930.0;[1597019930, 1597020203.6, 1597020267.8, 1597020663.2, 1597020937.4, 1597021247.0, 1597021332.8];2020-08-10 01:02:12.800000+00:00;0.0;1;1;Client_1;J;eMamv;J_3;'W''a1''6b''cf''T';L1;Analyst_8;['W', 'a1', '6b', 'cf', 'fd', 'T'];Distance LESS 3;23.38;23.38;---;--;Closed;False;False;True;True;True;False;True;True;---;---;---;---
52;Republic of Ireland;2020-08-11 01:18:03+00:00;1597108683;2020-08-11 01:18:03+00:00;1597108683.0;[1597108683, 1597108830.0, 1597109362.2, 1597109795.4, 1597110018.0, 1597110064.8];2020-08-11 01:41:04.800000+00:00;0.0;1;1;Client_2;J;eMamv;J_2;'W''a1''fd''cf''T';L1;Analyst_9;['W', 'fd', 'cf', '1c', 'T'];Distance LESS 3;23.03;23.03;---;--;Closed;False;False;True;True;True;False;True;True;---;---;---;---
53;Equatorial Guinea;2020-08-14 12:13:17+00:00;1597407197;2020-08-14 12:13:17+00:00;1597407197.0;[1597407197, 1597407411.2, 1597407823.4, 1597408260.8000002, 1597408367.6000001, 1597408450.4];2020-08-14 12:34:10.400000+00:00;0.0;4;4;Client_1;I;Va12v;I_1;'w''67''2a''a7''T';L1;Analyst_4;['w', '67', '2a', 'a7', 'T'];Distance LESS 3;20.89;20.89;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
