id;country;raised;raised_tsp;allocated;allocated_tsp;fixed;init_priority;priority;client;family;subfamily;team;analyst;action;duration;duration_outlier;status;escalate;replicated;_feature_0;_feature_1;_feature_2;_feature_3;_feature_4;_feature_5;destination_ip;destination_port;source_ip;source_port
12;Peru;2025-05-02 02:55:13+00:00;1746154513;2025-05-02 02:55:13+00:00;1746154513;---;1;1;Client_2;J;J_1;---;---;---;---;---;---;False;---;True;False;True;True;False;True;---;---;---;---
13;El Salvador;2025-05-03 06:21:25+00:00;1746253285;2025-05-03 06:21:25+00:00;1746253285;---;2;2;Client_2;F;F_4;---;---;---;---;---;---;False;---;False;True;True;False;True;True;---;---;---;---
14;Argentina;2025-05-04 20:26:09+00:00;1746390369;2025-05-04 20:26:09+00:00;1746390369;---;3;3;Client_1;C;C_7;---;---;---;---;---;---;False;---;False;False;False;False;False;False;200.31.7.59;11737;194.30.74.241;51326
15;Dominica;2025-05-05 22:00:55+00:00;1746482455;2025-05-05 22:00:55+00:00;1746482455;---;1;1;Client_1;A;A_1;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
16;Mauritania;2025-05-12 07:03:26+00:00;1747033406;2025-05-12 07:03:26+00:00;1747033406;---;1;1;Client_1;H;H_2;---;---;---;---;---;---;False;---;True;True;True;True;True;True;209.88.122.49;902;185.65.163.176;54547
17;Gambia;2025-05-12 16:48:07+00:00;1747068487;2025-05-12 16:48:07+00:00;1747068487;---;1;1;Client_2;G;G_1;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
18;Comoros;2025-05-14 09:25:43+00:00;1747214743;2025-05-14 09:25:43+00:00;1747214743;---;2;2;Client_1;K;K_1;---;---;---;---;---;---;False;---;False;False;False;False;False;True;---;---;---;---
19;Costa Rica;2025-05-16 11:19:55+00:00;1747394395;2025-05-16 11:19:55+00:00;1747394395;---;3;3;Client_2;C;C_1;---;---;---;---;---;---;False;---;False;False;False;False;False;False;181.233.119.61;667;83.191.82.210;57343
20;Haiti;2025-05-16 21:52:35+00:00;1747432355;2025-05-16 21:52:35+00:00;1747432355;---;2;2;Client_1;E;E_5;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
21;Croatia;2025-05-27 02:20:59+00:00;1748312459;2025-05-27 02:20:59+00:00;1748312459;---;2;2;Client_1;K;K_1;---;---;---;---;---;---;False;---;False;False;False;False;False;True;---;---;---;---
22;Denmark;2025-05-28 17:13:41+00:00;1748452421;2025-05-28 17:13:41+00:00;1748452421;---;1;1;Client_2;A;A_1;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
23;Mauritania;2025-05-29 07:44:57+00:00;1748504697;2025-05-29 07:44:57+00:00;1748504697;---;4;4;Client_2;I;I_3;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
24;Zambia;2025-05-29 12:25:27+00:00;1748521527;2025-05-29 12:25:27+00:00;1748521527;---;1;1;Client_2;G;G_2;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
25;Ghana;2025-05-31 15:42:49+00:00;1748706169;2025-05-31 15:42:49+00:00;1748706169;---;4;4;Client_1;D;D_1;---;---;---;---;---;---;False;---;True;False;False;False;False;False;---;---;---;---
26;Moldova;2025-06-01 22:39:38+00:00;1748817578;2025-06-01 22:39:38+00:00;1748817578;---;1;1;Client_2;J;J_2;---;---;---;---;---;---;False;---;True;False;True;True;False;True;---;---;---;---
27;Kyrgyzstan;2025-06-02 20:30:06+00:00;1748896206;2025-06-02 20:30:06+00:00;1748896206;---;1;1;Client_2;A;A_1;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
28;Seychelles;2025-06-06 23:46:20+00:00;1749253580;2025-06-06 23:46:20+00:00;1749253580;---;4;4;Client_2;D;D_3;---;---;---;---;---;---;False;---;True;False;False;False;False;False;---;---;---;---
29;Guinea;2025-06-08 20:04:27+00:00;1749413067;2025-06-08 20:04:27+00:00;1749413067;---;4;4;Client_2;D;D_1;---;---;---;---;---;---;False;---;True;False;False;False;False;False;---;---;---;---
30;Samoa;2025-06-09 18:56:20+00:00;1749495380;2025-06-09 18:56:20+00:00;1749495380;---;1;1;Client_1;J;J_3;---;---;---;---;---;---;False;---;True;False;True;True;False;True;---;---;---;---
31;Mexico;2025-06-10 13:55:29+00:00;1749563729;2025-06-10 13:55:29+00:00;1749563729;---;2;2;Client_2;B;B_2;---;---;---;---;---;---;False;---;False;False;False;False;True;False;200.33.200.202;13172;83.141.120.214;53808
32;Turkey;2025-06-12 19:03:37+00:00;1749755017;2025-06-12 19:03:37+00:00;1749755017;---;3;3;Client_1;C;C_4;---;---;---;---;---;---;False;---;False;False;False;False;False;False;185.58.246.109;20105;1.177.151.223;49376
33;Burkina Faso;2025-06-15 05:06:44+00:00;1749964004;2025-06-15 05:06:44+00:00;1749964004;---;1;1;Client_1;H;H_3;---;---;---;---;---;---;False;---;True;True;True;True;True;True;192.136.57.69;795;200.33.200.108;56299
34;Botswana;2025-06-17 14:34:53+00:00;1750170893;2025-06-17 14:34:53+00:00;1750170893;---;2;2;Client_1;B;B_4;---;---;---;---;---;---;False;---;False;False;False;False;True;False;154.73.38.159;292;103.39.252.114;63991
35;Turkey;2025-06-17 15:57:15+00:00;1750175835;2025-06-17 15:57:15+00:00;1750175835;---;2;2;Client_1;B;B_6;---;---;---;---;---;---;False;---;False;False;False;False;True;False;194.242.32.41;361;196.45.3.244;62883
36;Mauritania;2025-06-23 15:06:17+00:00;1750691177;2025-06-23 15:06:17+00:00;1750691177;---;2;2;Client_1;B;B_5;---;---;---;---;---;---;False;---;False;False;False;False;True;False;104.143.195.223;233;169.158.9.221;63235
37;Turkey;2025-06-25 00:34:33+00:00;1750811673;2025-06-25 00:34:33+00:00;1750811673;---;1;1;Client_1;J;J_1;---;---;---;---;---;---;False;---;True;False;True;True;False;True;---;---;---;---
38;Papua New Guinea;2025-06-25 02:23:21+00:00;1750818201;2025-06-25 02:23:21+00:00;1750818201;---;1;1;Client_1;J;J_2;---;---;---;---;---;---;False;---;True;False;True;True;False;True;---;---;---;---
39;Philippines;2025-06-27 23:43:17+00:00;1751067797;2025-06-27 23:43:17+00:00;1751067797;---;2;2;Client_1;E;E_6;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
40;United States;2025-07-01 12:02:56+00:00;1751371376;2025-07-01 12:02:56+00:00;1751371376;---;2;2;Client_2;B;B_2;---;---;---;---;---;---;False;---;False;False;False;False;True;False;204.84.244.167;48057;41.79.225.209;50026
41;Swaziland;2025-07-02 06:48:18+00:00;1751438898;2025-07-02 06:48:18+00:00;1751438898;---;2;2;Client_1;L;L_1;---;---;---;---;---;---;False;---;False;False;True;False;True;False;---;---;---;---
42;Liberia;2025-07-05 04:55:44+00:00;1751691344;2025-07-05 04:55:44+00:00;1751691344;---;1;1;Client_1;H;H_1;---;---;---;---;---;---;False;---;True;True;True;True;True;True;80.78.20.55;24023;185.68.51.159;56558
43;Republic of the Congo;2025-07-05 09:41:50+00:00;1751708510;2025-07-05 09:41:50+00:00;1751708510;---;4;4;Client_1;I;I_8;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
44;Afghanistan;2025-07-07 14:28:26+00:00;1751898506;2025-07-07 14:28:26+00:00;1751898506;---;2;2;Client_2;L;L_1;---;---;---;---;---;---;False;---;False;False;True;False;True;False;---;---;---;---
45;Malaysia;2025-07-11 19:40:10+00:00;1752262810;2025-07-11 19:40:10+00:00;1752262810;---;3;3;Client_1;C;C_7;---;---;---;---;---;---;False;---;False;False;False;False;False;False;103.21.155.195;23669;193.111.11.161;52145
46;Iraq;2025-07-15 17:57:48+00:00;1752602268;2025-07-15 17:57:48+00:00;1752602268;---;1;1;Client_1;G;G_2;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
47;Ethiopia;2025-07-16 08:49:32+00:00;1752655772;2025-07-16 08:49:32+00:00;1752655772;---;1;1;Client_2;G;G_2;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
48;Nigeria;2025-07-17 07:34:11+00:00;1752737651;2025-07-17 07:34:11+00:00;1752737651;---;4;4;Client_1;I;I_8;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
49;Bulgaria;2025-07-17 08:15:58+00:00;1752740158;2025-07-17 08:15:58+00:00;1752740158;---;4;4;Client_2;I;I_4;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
50;Fiji;2025-07-17 18:55:56+00:00;1752778556;2025-07-17 18:55:56+00:00;1752778556;---;1;1;Client_2;A;A_1;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
51;Zambia;2025-07-20 18:12:43+00:00;1753035163;2025-07-20 18:12:43+00:00;1753035163;---;3;3;Client_1;C;C_6;---;---;---;---;---;---;False;---;False;False;False;False;False;False;196.46.125.185;23677;115.178.58.43;49901
52;Portugal;2025-07-21 17:16:51+00:00;1753118211;2025-07-21 17:16:51+00:00;1753118211;---;4;4;Client_1;D;D_5;---;---;---;---;---;---;False;---;True;False;False;False;False;False;---;---;---;---
53;Turkey;2025-08-01 12:19:48+00:00;1754050788;2025-08-01 12:19:48+00:00;1754050788;---;1;1;Client_1;G;G_2;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
54;Kosovo;2025-08-02 18:18:56+00:00;1754158736;2025-08-02 18:18:56+00:00;1754158736;---;3;3;Client_2;C;C_5;---;---;---;---;---;---;False;---;False;False;False;False;False;False;94.100.48.191;5866;46.36.203.27;55732
55;Libya;2025-08-05 09:23:27+00:00;1754385807;2025-08-05 09:23:27+00:00;1754385807;---;2;2;Client_1;L;L_1;---;---;---;---;---;---;False;---;False;False;True;False;True;False;---;---;---;---
56;Mexico;2025-08-07 02:52:53+00:00;1754535173;2025-08-07 02:52:53+00:00;1754535173;---;2;2;Client_1;E;E_3;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
57;Malta;2025-08-09 09:03:56+00:00;1754730236;2025-08-09 09:03:56+00:00;1754730236;---;2;2;Client_1;F;F_4;---;---;---;---;---;---;False;---;False;True;True;False;True;True;---;---;---;---
58;Saint Kitts and Nevis;2025-08-13 11:26:35+00:00;1755084395;2025-08-13 11:26:35+00:00;1755084395;---;2;2;Client_1;B;B_2;---;---;---;---;---;---;False;---;False;False;False;False;True;False;209.59.92.7;1020;223.25.127.189;51207
59;Bulgaria;2025-08-14 16:05:51+00:00;1755187551;2025-08-14 16:05:51+00:00;1755187551;---;1;1;Client_2;G;G_1;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
60;Vietnam;2025-08-17 15:49:33+00:00;1755445773;2025-08-17 15:49:33+00:00;1755445773;---;4;4;Client_1;D;D_1;---;---;---;---;---;---;False;---;True;False;False;False;False;False;---;---;---;---
61;Ivory Coast;2025-08-17 22:30:27+00:00;1755469827;2025-08-17 22:30:27+00:00;1755469827;---;3;3;Client_1;C;C_7;---;---;---;---;---;---;False;---;False;False;False;False;False;False;41.189.120.250;289;196.223.24.254;56554
62;Austria;2025-08-21 23:16:07+00:00;1755818167;2025-08-21 23:16:07+00:00;1755818167;---;2;2;Client_2;E;E_5;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
63;Ecuador;2025-08-23 00:05:21+00:00;1755907521;2025-08-23 00:05:21+00:00;1755907521;---;2;2;Client_1;E;E_6;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
64;Swaziland;2025-08-23 22:57:28+00:00;1755989848;2025-08-23 22:57:28+00:00;1755989848;---;2;2;Client_1;E;E_5;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
65;Malawi;2025-08-26 01:02:24+00:00;1756170144;2025-08-26 01:02:24+00:00;1756170144;---;1;1;Client_2;H;H_3;---;---;---;---;---;---;False;---;True;True;True;True;True;True;41.70.32.119;40024;80.78.17.101;65064
66;Myanmar;2025-08-26 15:20:59+00:00;1756221659;2025-08-26 15:20:59+00:00;1756221659;---;1;1;Client_2;G;G_1;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
67;Ethiopia;2025-08-31 03:19:13+00:00;1756610353;2025-08-31 03:19:13+00:00;1756610353;---;1;1;Client_1;H;H_1;---;---;---;---;---;---;False;---;True;True;True;True;True;True;197.156.119.46;46589;154.16.42.60;56009
68;Saudi Arabia;2025-08-31 07:28:25+00:00;1756625305;2025-08-31 07:28:25+00:00;1756625305;---;2;2;Client_2;L;L_1;---;---;---;---;---;---;False;---;False;False;True;False;True;False;---;---;---;---
69;Vatican;2025-09-01 19:24:54+00:00;1756754694;2025-09-01 19:24:54+00:00;1756754694;---;1;1;Client_2;J;J_1;---;---;---;---;---;---;False;---;True;False;True;True;False;True;---;---;---;---
70;Republic of Ireland;2025-09-03 13:17:48+00:00;1756905468;2025-09-03 13:17:48+00:00;1756905468;---;4;4;Client_1;I;I_8;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
71;South Korea;2025-09-04 04:00:22+00:00;1756958422;2025-09-04 04:00:22+00:00;1756958422;---;2;2;Client_1;B;B_1;---;---;---;---;---;---;False;---;False;False;False;False;True;False;137.68.67.37;18373;41.87.113.89;61404
72;Belgium;2025-09-04 05:57:33+00:00;1756965453;2025-09-04 05:57:33+00:00;1756965453;---;4;4;Client_1;I;I_1;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
73;Hungary;2025-09-04 22:32:10+00:00;1757025130;2025-09-04 22:32:10+00:00;1757025130;---;2;2;Client_2;E;E_3;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
74;United Kingdom;2025-09-16 02:20:25+00:00;1757989225;2025-09-16 02:20:25+00:00;1757989225;---;1;1;Client_1;J;J_3;---;---;---;---;---;---;False;---;True;False;True;True;False;True;---;---;---;---
75;Swaziland;2025-09-22 08:41:26+00:00;1758530486;2025-09-22 08:41:26+00:00;1758530486;---;1;1;Client_2;H;H_2;---;---;---;---;---;---;False;---;True;True;True;True;True;True;46.36.199.227;19499;197.214.91.20;53184
76;Benin;2025-09-26 04:11:58+00:00;1758859918;2025-09-26 04:11:58+00:00;1758859918;---;2;2;Client_2;E;E_3;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
77;Sao Tome and Principe;2025-09-30 20:13:04+00:00;1759263184;2025-09-30 20:13:04+00:00;1759263184;---;1;1;Client_2;A;A_1;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
78;Puerto Rico;2025-10-02 14:01:44+00:00;1759413704;2025-10-02 14:01:44+00:00;1759413704;---;2;2;Client_1;F;F_1;---;---;---;---;---;---;False;---;False;True;True;False;True;True;---;---;---;---
79;Mauritius;2025-10-05 09:28:04+00:00;1759656484;2025-10-05 09:28:04+00:00;1759656484;---;2;2;Client_2;F;F_3;---;---;---;---;---;---;False;---;False;True;True;False;True;True;---;---;---;---
80;Iraq;2025-10-06 01:35:30+00:00;1759714530;2025-10-06 01:35:30+00:00;1759714530;---;1;1;Client_2;H;H_3;---;---;---;---;---;---;False;---;True;True;True;True;True;True;185.84.71.63;43928;180.92.143.154;61438
81;Haiti;2025-10-15 14:16:36+00:00;1760537796;2025-10-15 14:16:36+00:00;1760537796;---;1;1;Client_1;G;G_2;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
82;Tajikistan;2025-10-18 06:53:11+00:00;1760770391;2025-10-18 06:53:11+00:00;1760770391;---;4;4;Client_1;I;I_3;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
83;Algeria;2025-10-21 04:05:38+00:00;1761019538;2025-10-21 04:05:38+00:00;1761019538;---;1;1;Client_2;J;J_2;---;---;---;---;---;---;False;---;True;False;True;True;False;True;---;---;---;---
84;Malawi;2025-10-21 07:31:08+00:00;1761031868;2025-10-21 07:31:08+00:00;1761031868;---;1;1;Client_1;H;H_3;---;---;---;---;---;---;False;---;True;True;True;True;True;True;41.221.100.27;45;200.9.113.50;53629
85;Papua New Guinea;2025-10-23 05:09:23+00:00;1761196163;2025-10-23 05:09:23+00:00;1761196163;---;2;2;Client_2;E;E_2;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
86;Belgium;2025-10-24 02:34:35+00:00;1761273275;2025-10-24 02:34:35+00:00;1761273275;---;3;3;Client_1;C;C_8;---;---;---;---;---;---;False;---;False;False;False;False;False;False;217.171.86.163;34128;181.191.182.152;61621
87;Swaziland;2025-10-25 22:23:37+00:00;1761431017;2025-10-25 22:23:37+00:00;1761431017;---;4;4;Client_2;D;D_5;---;---;---;---;---;---;False;---;True;False;False;False;False;False;---;---;---;---
88;Luxembourg;2025-10-29 09:47:08+00:00;1761731228;2025-10-29 09:47:08+00:00;1761731228;---;1;1;Client_1;G;G_1;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
89;Haiti;2025-11-04 21:56:35+00:00;1762293395;2025-11-04 21:56:35+00:00;1762293395;---;1;1;Client_2;A;A_1;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
90;Mozambique;2025-11-06 19:31:00+00:00;1762457460;2025-11-06 19:31:00+00:00;1762457460;---;1;1;Client_2;A;A_1;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
91;Malta;2025-11-09 13:19:17+00:00;1762694357;2025-11-09 13:19:17+00:00;1762694357;---;4;4;Client_2;I;I_7;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
92;Syria;2025-11-11 06:45:03+00:00;1762843503;2025-11-11 06:45:03+00:00;1762843503;---;2;2;Client_2;K;K_1;---;---;---;---;---;---;False;---;False;False;False;False;False;True;---;---;---;---
93;Samoa;2025-11-12 00:58:52+00:00;1762909132;2025-11-12 00:58:52+00:00;1762909132;---;2;2;Client_1;K;K_2;---;---;---;---;---;---;False;---;False;False;False;False;False;True;---;---;---;---
94;Thailand;2025-11-15 00:37:48+00:00;1763167068;2025-11-15 00:37:48+00:00;1763167068;---;2;2;Client_2;E;E_2;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
95;Federated States of Micronesia;2025-11-15 19:41:01+00:00;1763235661;2025-11-15 19:41:01+00:00;1763235661;---;2;2;Client_2;E;E_2;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
96;Papua New Guinea;2025-11-16 23:45:28+00:00;1763336728;2025-11-16 23:45:28+00:00;1763336728;---;1;1;Client_1;J;J_3;---;---;---;---;---;---;False;---;True;False;True;True;False;True;---;---;---;---
97;Tuvalu;2025-11-19 14:51:29+00:00;1763563889;2025-11-19 14:51:29+00:00;1763563889;---;2;2;Client_1;B;B_3;---;---;---;---;---;---;False;---;False;False;False;False;True;False;104.167.192.101;504;57.84.80.210;63406
98;Vatican;2025-11-25 05:57:51+00:00;1764050271;2025-11-25 05:57:51+00:00;1764050271;---;1;1;Client_2;H;H_1;---;---;---;---;---;---;False;---;True;True;True;True;True;True;31.220.29.188;36131;103.50.104.153;62252
99;Belize;2025-11-26 17:04:03+00:00;1764176643;2025-11-26 17:04:03+00:00;1764176643;---;1;1;Client_2;G;G_2;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
