id;country;raised;raised_tsp;allocated;allocated_tsp;fixed;init_priority;priority;client;family;subfamily;team;analyst;action;duration;duration_outlier;status;escalate;replicated;_feature_0;_feature_1;_feature_2;_feature_3;_feature_4;_feature_5;destination_ip;destination_port;source_ip;source_port
36;Panama;2025-07-08 14:29:03+00:00;1751984943;2025-07-08 14:29:03+00:00;1751984943;---;2;2;Client_1;B;B_3;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
37;Papua New Guinea;2025-07-12 01:40:03+00:00;1752284403;2025-07-12 01:40:03+00:00;1752284403;---;2;2;Client_1;F;F_2;---;---;---;---;---;---;False;---;True;True;True;True;False;False;134.159.140.79;36;152.166.93.208;61255
38;Niger;2025-07-12 07:07:25+00:00;1752304045;2025-07-12 07:07:25+00:00;1752304045;---;2;2;Client_1;F;F_2;---;---;---;---;---;---;False;---;True;True;True;True;False;False;104.156.211.183;850;195.66.173.122;63245
39;Iceland;2025-07-12 08:01:23+00:00;1752307283;2025-07-12 08:01:23+00:00;1752307283;---;2;2;Client_2;F;F_4;---;---;---;---;---;---;False;---;True;True;True;True;False;False;185.29.198.215;43719;196.43.246.33;64182
40;Nepal;2025-07-25 16:37:35+00:00;1753461455;2025-07-25 16:37:35+00:00;1753461455;---;3;3;Client_2;C;C_5;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
41;India;2025-07-30 07:19:14+00:00;1753859954;2025-07-30 07:19:14+00:00;1753859954;---;1;1;Client_2;G;G_1;---;---;---;---;---;---;False;---;True;False;False;False;True;True;---;---;---;---
42;El Salvador;2025-08-01 19:55:33+00:00;1754078133;2025-08-01 19:55:33+00:00;1754078133;---;3;3;Client_2;C;C_6;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
43;Azerbaijan;2025-08-03 04:35:54+00:00;1754195754;2025-08-03 04:35:54+00:00;1754195754;---;2;2;Client_1;F;F_1;---;---;---;---;---;---;False;---;True;True;True;True;False;False;81.21.95.88;40765;209.88.124.252;63271
44;Cameroon;2025-08-03 09:30:34+00:00;1754213434;2025-08-03 09:30:34+00:00;1754213434;---;2;2;Client_2;F;F_1;---;---;---;---;---;---;False;---;True;True;True;True;False;False;169.255.7.43;4154;104.167.240.97;60933
45;Lesotho;2025-08-03 15:14:19+00:00;1754234059;2025-08-03 15:14:19+00:00;1754234059;---;4;4;Client_2;D;D_5;---;---;---;---;---;---;False;---;False;False;True;False;True;True;---;---;---;---
46;Ghana;2025-08-05 01:24:52+00:00;1754357092;2025-08-05 01:24:52+00:00;1754357092;---;1;1;Client_1;J;J_2;---;---;---;---;---;---;False;---;True;True;True;False;True;True;---;---;---;---
47;Grenada;2025-08-10 04:12:51+00:00;1754799171;2025-08-10 04:12:51+00:00;1754799171;---;1;1;Client_1;H;H_1;---;---;---;---;---;---;False;---;False;True;True;False;False;True;---;---;---;---
48;Venezuela;2025-08-10 23:41:25+00:00;1754869285;2025-08-10 23:41:25+00:00;1754869285;---;4;4;Client_2;D;D_2;---;---;---;---;---;---;False;---;False;False;True;False;True;True;---;---;---;---
49;Guinea-Bissau;2025-08-11 06:29:18+00:00;1754893758;2025-08-11 06:29:18+00:00;1754893758;---;1;1;Client_2;H;H_2;---;---;---;---;---;---;False;---;False;True;True;False;False;True;---;---;---;---
50;Canada;2025-08-16 07:17:48+00:00;1755328668;2025-08-16 07:17:48+00:00;1755328668;---;2;2;Client_1;F;F_4;---;---;---;---;---;---;False;---;True;True;True;True;False;False;164.102.192.150;33960;190.106.91.83;51100
51;Palau;2025-08-17 08:37:16+00:00;1755419836;2025-08-17 08:37:16+00:00;1755419836;---;4;4;Client_2;I;I_4;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
52;Haiti;2025-08-21 15:23:55+00:00;1755789835;2025-08-21 15:23:55+00:00;1755789835;---;1;1;Client_1;G;G_1;---;---;---;---;---;---;False;---;True;False;False;False;True;True;---;---;---;---
53;Burundi;2025-08-22 16:54:29+00:00;1755881669;2025-08-22 16:54:29+00:00;1755881669;---;3;3;Client_2;C;C_1;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
54;Trinidad and Tobago;2025-08-24 15:48:39+00:00;1756050519;2025-08-24 15:48:39+00:00;1756050519;---;4;4;Client_2;D;D_3;---;---;---;---;---;---;False;---;False;False;True;False;True;True;---;---;---;---
55;Botswana;2025-08-24 16:45:32+00:00;1756053932;2025-08-24 16:45:32+00:00;1756053932;---;4;4;Client_1;D;D_2;---;---;---;---;---;---;False;---;False;False;True;False;True;True;---;---;---;---
56;Guinea;2025-08-24 22:48:36+00:00;1756075716;2025-08-24 22:48:36+00:00;1756075716;---;2;2;Client_2;E;E_3;---;---;---;---;---;---;False;---;False;False;False;False;False;False;80.78.17.121;43707;103.231.137.115;60029
57;Grenada;2025-08-25 17:52:09+00:00;1756144329;2025-08-25 17:52:09+00:00;1756144329;---;1;1;Client_2;A;A_1;---;---;---;---;---;---;False;---;False;True;True;True;True;True;---;---;---;---
58;Ghana;2025-08-27 19:46:07+00:00;1756323967;2025-08-27 19:46:07+00:00;1756323967;---;2;2;Client_2;E;E_3;---;---;---;---;---;---;False;---;False;False;False;False;False;False;41.191.244.231;26930;196.3.139.196;50852
59;Jamaica;2025-08-28 05:55:36+00:00;1756360536;2025-08-28 05:55:36+00:00;1756360536;---;2;2;Client_2;E;E_4;---;---;---;---;---;---;False;---;False;False;False;False;False;False;104.224.5.168;28372;132.255.167.101;62239
60;Democratic Republic of the Congo;2025-08-29 00:21:46+00:00;1756426906;2025-08-29 00:21:46+00:00;1756426906;---;2;2;Client_1;E;E_1;---;---;---;---;---;---;False;---;False;False;False;False;False;False;217.113.89.3;925;200.50.70.255;54820
61;Finland;2025-08-30 17:02:44+00:00;1756573364;2025-08-30 17:02:44+00:00;1756573364;---;3;3;Client_1;C;C_7;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
62;Belize;2025-08-31 18:42:55+00:00;1756665775;2025-08-31 18:42:55+00:00;1756665775;---;4;4;Client_1;D;D_5;---;---;---;---;---;---;False;---;False;False;True;False;True;True;---;---;---;---
63;Uzbekistan;2025-09-03 10:43:04+00:00;1756896184;2025-09-03 10:43:04+00:00;1756896184;---;1;1;Client_2;G;G_2;---;---;---;---;---;---;False;---;True;False;False;False;True;True;---;---;---;---
64;Solomon Islands;2025-09-08 16:21:06+00:00;1757348466;2025-09-08 16:21:06+00:00;1757348466;---;2;2;Client_2;B;B_4;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
65;Federated States of Micronesia;2025-09-11 00:00:56+00:00;1757548856;2025-09-11 00:00:56+00:00;1757548856;---;1;1;Client_2;J;J_2;---;---;---;---;---;---;False;---;True;True;True;False;True;True;---;---;---;---
66;Trinidad and Tobago;2025-09-11 13:00:37+00:00;1757595637;2025-09-11 13:00:37+00:00;1757595637;---;4;4;Client_1;I;I_4;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
67;Austria;2025-09-15 09:46:35+00:00;1757929595;2025-09-15 09:46:35+00:00;1757929595;---;2;2;Client_2;F;F_3;---;---;---;---;---;---;False;---;True;True;True;True;False;False;91.209.112.89;35848;89.35.104.208;61861
68;Sweden;2025-09-16 14:40:22+00:00;1758033622;2025-09-16 14:40:22+00:00;1758033622;---;1;1;Client_2;G;G_2;---;---;---;---;---;---;False;---;True;False;False;False;True;True;---;---;---;---
69;Pakistan;2025-09-18 13:13:21+00:00;1758201201;2025-09-18 13:13:21+00:00;1758201201;---;4;4;Client_2;I;I_4;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
70;Guatemala;2025-09-20 10:11:20+00:00;1758363080;2025-09-20 10:11:20+00:00;1758363080;---;2;2;Client_2;F;F_2;---;---;---;---;---;---;False;---;True;True;True;True;False;False;200.30.157.205;41491;78.108.39.237;57959
71;Sierra Leone;2025-09-23 14:43:16+00:00;1758638596;2025-09-23 14:43:16+00:00;1758638596;---;1;1;Client_2;G;G_2;---;---;---;---;---;---;False;---;True;False;False;False;True;True;---;---;---;---
72;Costa Rica;2025-09-23 20:27:58+00:00;1758659278;2025-09-23 20:27:58+00:00;1758659278;---;1;1;Client_2;A;A_1;---;---;---;---;---;---;False;---;False;True;True;True;True;True;---;---;---;---
73;Japan;2025-09-24 11:28:17+00:00;1758713297;2025-09-24 11:28:17+00:00;1758713297;---;2;2;Client_1;B;B_1;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
74;Jamaica;2025-09-25 04:43:56+00:00;1758775436;2025-09-25 04:43:56+00:00;1758775436;---;2;2;Client_2;E;E_5;---;---;---;---;---;---;False;---;False;False;False;False;False;False;104.224.5.26;32781;41.79.84.228;52490
75;Zimbabwe;2025-09-30 13:30:27+00:00;1759239027;2025-09-30 13:30:27+00:00;1759239027;---;2;2;Client_1;B;B_3;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
76;Kuwait;2025-09-30 23:04:32+00:00;1759273472;2025-09-30 23:04:32+00:00;1759273472;---;1;1;Client_1;J;J_2;---;---;---;---;---;---;False;---;True;True;True;False;True;True;---;---;---;---
77;Switzerland;2025-10-04 15:05:53+00:00;1759590353;2025-10-04 15:05:53+00:00;1759590353;---;4;4;Client_1;D;D_5;---;---;---;---;---;---;False;---;False;False;True;False;True;True;---;---;---;---
78;Algeria;2025-10-05 09:32:55+00:00;1759656775;2025-10-05 09:32:55+00:00;1759656775;---;2;2;Client_1;F;F_3;---;---;---;---;---;---;False;---;True;True;True;True;False;False;80.249.76.77;36839;197.148.102.209;49718
79;Bhutan;2025-10-09 12:59:45+00:00;1760014785;2025-10-09 12:59:45+00:00;1760014785;---;2;2;Client_1;B;B_6;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
80;Sri Lanka;2025-10-10 03:03:29+00:00;1760065409;2025-10-10 03:03:29+00:00;1760065409;---;2;2;Client_1;E;E_3;---;---;---;---;---;---;False;---;False;False;False;False;False;False;203.153.222.150;41262;46.36.197.183;60606
81;Cuba;2025-10-13 03:31:56+00:00;1760326316;2025-10-13 03:31:56+00:00;1760326316;---;1;1;Client_1;H;H_1;---;---;---;---;---;---;False;---;False;True;True;False;False;True;---;---;---;---
82;Burundi;2025-10-14 22:59:15+00:00;1760482755;2025-10-14 22:59:15+00:00;1760482755;---;1;1;Client_1;J;J_1;---;---;---;---;---;---;False;---;True;True;True;False;True;True;---;---;---;---
83;Namibia;2025-10-21 09:49:50+00:00;1761040190;2025-10-21 09:49:50+00:00;1761040190;---;2;2;Client_1;B;B_1;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
84;Mauritania;2025-10-22 13:07:26+00:00;1761138446;2025-10-22 13:07:26+00:00;1761138446;---;2;2;Client_2;B;B_6;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
85;Tunisia;2025-10-24 14:25:37+00:00;1761315937;2025-10-24 14:25:37+00:00;1761315937;---;4;4;Client_2;D;D_6;---;---;---;---;---;---;False;---;False;False;True;False;True;True;---;---;---;---
86;Mozambique;2025-10-26 02:32:16+00:00;1761445936;2025-10-26 02:32:16+00:00;1761445936;---;2;2;Client_2;F;F_3;---;---;---;---;---;---;False;---;True;True;True;True;False;False;197.218.6.32;31377;196.49.7.112;56947
87;Armenia;2025-10-28 07:55:15+00:00;1761638115;2025-10-28 07:55:15+00:00;1761638115;---;2;2;Client_1;B;B_3;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
88;Togo;2025-10-28 16:30:07+00:00;1761669007;2025-10-28 16:30:07+00:00;1761669007;---;2;2;Client_2;B;B_2;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
89;United Arab Emirates;2025-11-01 22:50:06+00:00;1762037406;2025-11-01 22:50:06+00:00;1762037406;---;2;2;Client_2;E;E_1;---;---;---;---;---;---;False;---;False;False;False;False;False;False;82.205.240.178;30753;191.98.182.225;58272
90;Pakistan;2025-11-07 08:57:56+00:00;1762505876;2025-11-07 08:57:56+00:00;1762505876;---;4;4;Client_1;I;I_6;---;---;---;---;---;---;False;---;False;False;False;False;False;False;---;---;---;---
91;Luxembourg;2025-11-07 19:56:32+00:00;1762545392;2025-11-07 19:56:32+00:00;1762545392;---;3;3;Client_1;C;C_6;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
92;Bolivia;2025-11-09 07:54:56+00:00;1762674896;2025-11-09 07:54:56+00:00;1762674896;---;2;2;Client_2;F;F_1;---;---;---;---;---;---;False;---;True;True;True;True;False;False;181.114.181.104;39579;104.224.5.25;52123
93;Belarus;2025-11-09 20:02:34+00:00;1762718554;2025-11-09 20:02:34+00:00;1762718554;---;4;4;Client_1;D;D_4;---;---;---;---;---;---;False;---;False;False;True;False;True;True;---;---;---;---
94;Guatemala;2025-11-10 15:09:50+00:00;1762787390;2025-11-10 15:09:50+00:00;1762787390;---;4;4;Client_1;D;D_6;---;---;---;---;---;---;False;---;False;False;True;False;True;True;---;---;---;---
95;Israel;2025-11-10 19:25:52+00:00;1762802752;2025-11-10 19:25:52+00:00;1762802752;---;1;1;Client_1;A;A_1;---;---;---;---;---;---;False;---;False;True;True;True;True;True;---;---;---;---
96;Uruguay;2025-11-11 08:09:37+00:00;1762848577;2025-11-11 08:09:37+00:00;1762848577;---;1;1;Client_2;H;H_3;---;---;---;---;---;---;False;---;False;True;True;False;False;True;---;---;---;---
97;Republic of Ireland;2025-11-16 00:08:07+00:00;1763251687;2025-11-16 00:08:07+00:00;1763251687;---;2;2;Client_1;E;E_1;---;---;---;---;---;---;False;---;False;False;False;False;False;False;31.217.247.199;43082;80.78.23.176;62743
98;Canada;2025-11-20 18:47:16+00:00;1763664436;2025-11-20 18:47:16+00:00;1763664436;---;3;3;Client_2;C;C_4;---;---;---;---;---;---;False;---;True;True;True;True;True;True;---;---;---;---
99;Gabon;2025-11-23 14:34:24+00:00;1763908464;2025-11-23 14:34:24+00:00;1763908464;---;4;4;Client_2;D;D_5;---;---;---;---;---;---;False;---;False;False;True;False;True;True;---;---;---;---
