id;country;raised;raised_tsp;allocated;allocated_tsp;stages;fixed;wait time;init_priority;priority;client;family;family action;subfamily;subfamily action;team;analyst;action;action status;duration;duration_outlier;similar;inheritance elapsed time;status;escalate;outlier;_feature_0;_feature_1;_feature_2;_feature_3;_feature_4;_feature_5;destination_ip;destination_port;source_ip;source_port
10;Swaziland;2020-04-25 21:39:47+00:00;1587850787;2020-04-25 21:39:47+00:00;1587850787.0;[1587850787, 1587850926.8, 1587851391.8, 1587851518.3999999, 1587851717.6, 1587851798.0];2020-04-25 21:56:38+00:00;0.0;4;4;Client_2;D;WMAS;D_2;'x''6b''5f''5';L1;Analyst_8;['x', 'bb', '6b', '5f', '5'];Distance LESS 3;16.85;16.85;---;--;Closed;False;False;False;False;False;False;False;True;---;---;---;---
11;Azerbaijan;2020-04-27 06:26:23+00:00;1587968783;2020-04-27 06:26:23+00:00;1587968783.0;[1587968783, 1587968853.8, 1587969133.3999999, 1587969648.1999998, 1587969715.9999998];2020-04-27 06:41:56+00:00;0.0;2;2;Client_1;F;d8rS;F_4;'s''fb''6d''5';L1;Analyst_6;['s', 'fb', '6d', '5'];Distance LESS 3;15.55;15.55;---;--;Closed;False;False;False;True;False;False;False;False;130.0.12.210;755;200.69.168.63;53433
12;Belize;2020-04-28 08:52:22+00:00;1588063942;2020-04-28 08:52:22+00:00;1588063942.0;[1588063942, 1588064025.4, 1588064305.0, 1588064344.0, 1588064845.0, 1588064913.4];2020-04-28 09:08:33.400000+00:00;0.0;2;2;Client_2;B;d6RpS;B_2;'s''33''d6''7d''5';L1;Analyst_7;['s', '33', 'd6', '7d', '5'];Distance LESS 3;16.19;16.19;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
13;Slovenia;2020-04-29 06:11:00+00:00;1588140660;2020-04-29 06:11:00+00:00;1588140660.0;[1588140660, 1588140703.8, 1588141275.6, 1588142043.6, 1588142641.8, 1588142795.3999999, 1588143080.9999998, 1588143158.9999998];2020-04-29 06:52:39+00:00;0.0;2;2;Client_1;K;dylVBGS;K_1;'s''6c''a7''e9''7''57''5';L1;Analyst_9;['s', '6c', 'a7', 'e9', '7', '57', '5'];Distance LESS 3;41.65;41.65;---;--;Closed;False;False;True;True;False;True;True;False;91.220.107.98;94;188.0.249.34;62462
14;Equatorial Guinea;2020-05-03 00:21:32+00:00;1588465292;2020-05-03 00:21:32+00:00;1588465292.0;[1588465292, 1588465495.4, 1588465643.0, 1588465820.0, 1588466061.8, 1588466223.2, 1588466690.0, 1588466849.6];2020-05-03 00:47:29.600000+00:00;0.0;2;2;Client_1;E;WenfBvP;E_5;'x''81''2b''56''1f''dd''9';L1;Analyst_4;['x', '81', '2b', '56', '1f', 'dd', '9'];Distance LESS 3;25.96;25.96;---;--;Closed;False;False;True;False;False;True;False;True;80.78.18.193;29745;105.16.242.228;64427
15;Cape Verde;2020-05-04 03:27:57+00:00;1588562877;2020-05-04 03:27:57+00:00;1588562877.0;[1588562877, 1588563005.4, 1588563315.6000001, 1588563729.0000002, 1588563985.2000003, 1588564532.4000003, 1588564893.6000004, 1588565391.6000004, 1588565653.2000003];2020-05-04 04:14:13.200000+00:00;0.0;1;1;Client_2;H;Wh0rZtP;H_1;'x''96''a6''4a''5f''4b''9';L1;Analyst_4;['x', '96', 'a6', '5f', '5f', '2b', '4b', '9'];Distance LESS 3;46.27;46.27;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
16;Tanzania;2020-05-05 20:45:12+00:00;1588711512;2020-05-05 20:45:12+00:00;1588711512.0;[1588711512, 1588711740.36, 1588711830.12, 1588712176.62, 1588712306.6399999];2020-05-05 20:58:26.640000+00:00;0.0;1;1;Client_2;A;WB8P;A_1;'x''c6''92''9';L1;Analyst_8;['x', 'c6', '92', '9'];Distance LESS 3;12.04;13.244;---;--;Closed;False;True;False;False;False;True;True;False;---;---;---;---
17;Sao Tome and Principe;2020-05-08 20:45:19+00:00;1588970719;2020-05-08 20:45:19+00:00;1588970719.0;[1588970719, 1588970894.2, 1588971003.4, 1588971412.0, 1588971604.6];2020-05-08 21:00:04.600000+00:00;0.0;1;1;Client_1;A;WB8P;A_1;'x''c6''92''9';L1;Analyst_5;['x', 'c6', '92', '9'];Distance LESS 3;14.76;14.76;---;--;Closed;False;False;False;False;False;True;True;False;---;---;---;---
18;Mauritania;2020-05-12 22:55:08+00:00;1589324108;2020-05-12 22:55:08+00:00;1589324108.0;[1589324108, 1589324360.0, 1589324806.4, 1589324957.6000001];2020-05-12 23:09:17.600000+00:00;0.0;1;1;Client_1;J;W3P;J_2;'x''55''9';L1;Analyst_5;['x', '55', '9'];Distance LESS 3;14.16;14.16;---;--;Closed;False;False;False;False;True;False;False;False;---;---;---;---
19;South Korea;2020-05-15 23:51:20+00:00;1589586680;2020-05-16 00:00:00+00:00;1589587200.0;[1589587200.0, 1589587438.2, 1589587525.8, 1589587588.2, 1589587826.4, 1589588450.4, 1589588791.2, 1589588977.8];2020-05-16 00:29:37.800000+00:00;8.666666666666666;2;2;Client_2;E;WenfBvP;E_3;'x''81''20''66''73''30''9';L1;Analyst_4;['x', '81', '20', '66', '73', '30', '9'];Distance LESS 3;29.63;29.63;---;--;Closed;False;False;True;False;False;True;False;True;27.118.179.168;44027;185.75.164.92;62920
20;Gabon;2020-05-20 20:12:19+00:00;1590005539;2020-05-20 20:12:19+00:00;1590005539.0;[1590005539, 1590005606.8, 1590005856.3999999, 1590005989.6, 1590006077.8, 1590006797.8, 1590006854.8];2020-05-20 20:34:14.800000+00:00;0.0;1;1;Client_1;G;djYQMS;G_2;'s''6d''31''f7''7f''5';L1;Analyst_8;['s', '6d', '31', 'f7', '7f', '5'];Distance LESS 3;21.93;21.93;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
21;Gambia;2020-05-21 04:59:39+00:00;1590037179;2020-05-21 04:59:39+00:00;1590037179.0;[1590037179, 1590037236.0, 1590037513.2, 1590037851.0, 1590038229.0, 1590038978.4, 1590039136.8000002, 1590039179.4];2020-05-21 05:32:59.400000+00:00;0.0;2;2;Client_1;K;dylVBGS;K_2;'s''c1''71''74''26''8''5';L1;Analyst_4;['s', 'c1', '71', '74', '26', '8', '5'];Distance LESS 3;33.34;33.34;---;--;Closed;False;False;True;True;False;True;True;False;197.255.201.193;46224;43.231.131.67;65160
22;Tajikistan;2020-05-22 06:31:26+00:00;1590129086;2020-05-22 06:31:26+00:00;1590129086.0;[1590129086, 1590129161.6, 1590129407.6, 1590129567.8, 1590129813.2];2020-05-22 06:43:33.200000+00:00;0.0;4;4;Client_1;I;dJQP;I_5;'s''59''a3''9';L1;Analyst_9;['s', '59', 'a3', '9'];Distance LESS 3;12.12;12.12;---;--;Closed;False;False;True;False;False;True;True;True;---;---;---;---
23;Federated States of Micronesia;2020-05-26 11:19:59+00:00;1590491999;2020-05-26 11:19:59+00:00;1590491999.0;[1590491999, 1590492056.6, 1590492381.8, 1590492798.8, 1590492911.6, 1590493086.8, 1590493172.0];2020-05-26 11:39:32+00:00;0.0;2;2;Client_2;B;d6RpS;B_1;'s''33''2a''22''5';L1;Analyst_7;['s', 'fc', '7d', '2a', '22', '5'];Distance LESS 3;19.55;19.55;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
24;Rwanda;2020-05-31 08:48:36+00:00;1590914916;2020-05-31 08:48:36+00:00;1590914916.0;[1590914916, 1590914961.0, 1590915233.4, 1590915632.4, 1590915676.8000002];2020-05-31 09:01:16.800000+00:00;0.0;2;2;Client_1;F;d8rS;F_3;'s''bd''8c''5';L1;Analyst_2;['s', 'bd', '8c', '5'];Distance LESS 3;12.68;12.68;---;--;Closed;False;False;False;True;False;False;False;False;41.216.106.201;43170;190.216.165.154;60864
25;Tuvalu;2020-06-01 14:36:59+00:00;1591022219;2020-06-01 14:36:59+00:00;1591022219.0;[1591022219, 1591022277.2, 1591022500.4, 1591023230.6000001, 1591023433.4, 1591023782.0, 1591023837.2];2020-06-01 15:03:57.200000+00:00;0.0;1;1;Client_1;G;djYQMS;G_1;'s''ee''dd''ef''21''5';L1;Analyst_3;['s', 'ee', 'dd', 'ef', '21', '5'];Distance LESS 3;26.97;26.97;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
26;Kazakhstan;2020-06-02 19:09:34+00:00;1591124974;2020-06-02 19:09:34+00:00;1591124974.0;[1591124974, 1591125007.6, 1591125061.0, 1591125356.8, 1591125913.6, 1591125963.3999999];2020-06-02 19:26:03.400000+00:00;0.0;2;2;Client_1;B;d6RpS;B_3;'s''c4''fc''e8''5';L1;Analyst_1;['s', 'c4', 'fc', 'e8', '5'];Distance LESS 3;16.49;16.49;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
27;Argentina;2020-06-04 07:37:27+00:00;1591256247;2020-06-04 07:37:27+00:00;1591256247.0;[1591256247, 1591256342.7, 1591256796.78, 1591257156.48, 1591257277.26];2020-06-04 07:54:37.260000+00:00;0.0;4;4;Client_1;I;dJQP;I_8;'s''9d''46''9';L1;Analyst_6;['s', '9d', '46', '9'];Distance LESS 3;15.61;17.171;---;--;Closed;False;True;True;False;False;True;True;True;---;---;---;---
28;Barbados;2020-06-07 11:55:03+00:00;1591530903;2020-06-07 11:55:03+00:00;1591530903.0;[1591530903, 1591530975.0, 1591531150.2, 1591531224.6000001, 1591531798.2, 1591531859.4];2020-06-07 12:10:59.400000+00:00;0.0;2;2;Client_1;B;d6RpS;B_2;'s''33''d6''7d''5';L1;Analyst_3;['s', '33', 'd6', '7d', '5'];Distance LESS 3;15.94;15.94;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
29;Morocco;2020-06-07 14:35:58+00:00;1591540558;2020-06-07 14:35:58+00:00;1591540558.0;[1591540558, 1591540622.2, 1591540946.8, 1591541059.0, 1591541483.2, 1591541573.8];2020-06-07 14:52:53.800000+00:00;0.0;2;2;Client_1;B;d6RpS;B_2;'s''33''d6''7d''5';L1;Analyst_2;['s', '33', 'd6', '7d', '5'];Distance LESS 3;16.93;16.93;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
30;Singapore;2020-06-07 16:40:32+00:00;1591548032;2020-06-07 16:40:32+00:00;1591548032.0;[1591548032, 1591548177.2, 1591548321.2, 1591548719.6000001, 1591548792.8000002];2020-06-07 16:53:12.800000+00:00;0.0;4;4;Client_1;D;WMAS;D_3;'x''6b''5f''5';L1;Analyst_1;['x', '6b', '5f', '5'];Distance LESS 3;12.68;12.68;---;--;Closed;False;False;False;False;False;False;False;True;---;---;---;---
31;Kazakhstan;2020-06-09 04:41:39+00:00;1591677699;2020-06-09 04:41:39+00:00;1591677699.0;[1591677699, 1591677847.2, 1591677986.4, 1591678113.0, 1591678307.4, 1591678514.4, 1591678713.6000001, 1591678881.6000001];2020-06-09 05:01:21.600000+00:00;0.0;1;1;Client_1;H;Wh0rZtP;H_2;'x''6f''32''3e''51''17''9';L1;Analyst_4;['x', '6f', '32', '3e', '51', '17', '9'];Distance LESS 3;19.71;19.71;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
32;Colombia;2020-06-10 12:34:58+00:00;1591792498;2020-06-10 12:34:58+00:00;1591792498.0;[1591792498, 1591792578.4, 1591792670.8000002, 1591792738.0000002, 1591793179.0000002, 1591793327.8000002, 1591793374.6000001];2020-06-10 12:49:34.600000+00:00;0.0;2;2;Client_1;B;d6RpS;B_5;'s''c4''2a''7d''5';L1;Analyst_2;['s', 'c4', '2a', '7d', '2c', '5'];Distance LESS 3;14.61;14.61;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
33;Albania;2020-06-14 04:42:50+00:00;1592109770;2020-06-14 04:42:50+00:00;1592109770.0;[1592109770, 1592109834.8, 1592110246.3999999, 1592110656.8, 1592110722.8];2020-06-14 04:58:42.800000+00:00;0.0;2;2;Client_2;F;d8rS;F_4;'s''fb''6d''5';L1;Analyst_9;['s', 'fb', '6d', '5'];Distance LESS 3;15.88;15.88;---;--;Closed;False;False;False;True;False;False;False;False;109.69.164.235;14739;202.45.145.138;59861
34;Jamaica;2020-06-14 18:25:35+00:00;1592159135;2020-06-14 18:25:35+00:00;1592159135.0;[1592159135, 1592159271.2, 1592159418.2, 1592159573.6000001, 1592159646.2];2020-06-14 18:34:06.200000+00:00;0.0;4;4;Client_1;D;WMAS;D_4;'x''cf''a4''5';L1;Analyst_1;['x', 'cf', 'a4', '5'];Distance LESS 3;8.52;8.52;---;--;Closed;False;False;False;False;False;False;False;True;---;---;---;---
35;Lesotho;2020-06-16 20:01:30+00:00;1592337690;2020-06-16 20:01:30+00:00;1592337690.0;[1592337690, 1592337943.2, 1592338064.4, 1592338145.4];2020-06-16 20:09:05.400000+00:00;0.0;1;1;Client_2;A;WB8P;A_1;'x''c6''92''9';L1;Analyst_5;['x', 'c6', 'o'];Last step removed due to ESCALATION Status;7.59;7.59;---;--;Transfer;True;False;False;False;False;True;True;False;---;---;---;---
36;Italy;2020-06-17 19:51:49+00:00;1592423509;2020-06-17 19:51:49+00:00;1592423509.0;[1592423509, 1592423662.6, 1592423756.1999998, 1592424168.9999998, 1592424405.9999998];2020-06-17 20:06:46+00:00;0.0;1;1;Client_2;A;WB8P;A_1;'x''c6''92''9';L1;Analyst_8;['x', 'c6', '92', '9'];Distance LESS 3;14.95;14.95;---;--;Closed;False;False;False;False;False;True;True;False;---;---;---;---
37;Dominica;2020-06-25 20:34:17+00:00;1593117257;2020-06-25 20:34:17+00:00;1593117257.0;[1593117257, 1593117495.8, 1593117585.2, 1593117660.8, 1593118106.0, 1593118364.0, 1593118829.0, 1593119092.4];2020-06-25 21:04:52.400000+00:00;0.0;3;3;Client_1;C;W1YOumP;C_3;'x''58''e2''d1''e5''a9''9';L1;Analyst_5;['x', '58', 'e2', 'd1', 'e5', 'a9', '9'];Distance LESS 3;30.59;30.59;---;--;Closed;False;False;False;False;False;True;True;False;---;---;---;---
38;Guyana;2020-06-27 14:50:04+00:00;1593269404;2020-06-27 14:50:04+00:00;1593269404.0;[1593269404, 1593269489.2, 1593269915.8, 1593270188.8, 1593270440.8];2020-06-27 15:07:20.800000+00:00;0.0;4;4;Client_1;I;dJQP;I_3;'s''59''46''9';L1;Analyst_3;['s', '59', '46', '9'];Distance LESS 3;17.28;17.28;---;--;Closed;False;False;True;False;False;True;True;True;---;---;---;---
39;Nepal;2020-07-04 15:43:23+00:00;1593877403;2020-07-04 15:43:23+00:00;1593877403.0;[1593877403, 1593877557.8, 1593877650.2, 1593877978.4, 1593878034.2];2020-07-04 15:53:54.200000+00:00;0.0;4;4;Client_2;D;WMAS;D_4;'x''cf''a4''5';L1;Analyst_3;['x', 'cf', 'a4', '5'];Distance LESS 3;10.52;10.52;---;--;Closed;False;False;False;False;False;False;False;True;---;---;---;---
40;Cameroon;2020-07-06 04:28:50+00:00;1594009730;2020-07-06 04:28:50+00:00;1594009730.0;[1594009730, 1594009767.8, 1594010103.2, 1594010564.0, 1594010623.4];2020-07-06 04:43:43.400000+00:00;0.0;2;2;Client_2;F;d8rS;F_4;'s''fb''6d''5';L1;Analyst_6;['s', 'fb', '6d', '5'];Distance LESS 3;14.89;14.89;---;--;Closed;False;False;False;True;False;False;False;False;197.159.246.121;37383;41.223.72.47;55838
41;Kuwait;2020-07-09 11:06:57+00:00;1594292817;2020-07-09 11:06:57+00:00;1594292817.0;[1594292817, 1594292890.2, 1594293199.8, 1594293652.8, 1594293808.2];2020-07-09 11:23:28.200000+00:00;0.0;4;4;Client_1;I;dJQP;I_8;'s''9d''46''9';L1;Analyst_2;['s', '9d', '46', '9'];Distance LESS 3;16.52;16.52;---;--;Closed;False;False;True;False;False;True;True;True;---;---;---;---
42;Niger;2020-07-11 06:30:34+00:00;1594449034;2020-07-11 06:30:34+00:00;1594449034.0;[1594449034, 1594449107.2, 1594449292.0, 1594449766.6, 1594450229.1999998, 1594450313.7999997];2020-07-11 06:51:53.800000+00:00;0.0;2;2;Client_1;F;d8rS;F_4;'s''fb''6d''5';L1;Analyst_9;['s', '48', 'fb', '6d', '5'];Distance LESS 3;21.33;21.33;---;--;Closed;False;False;False;True;False;False;False;False;80.78.19.203;238;200.10.194.45;54791
43;Hong Kong;2020-07-13 04:17:30+00:00;1594613850;2020-07-13 04:17:30+00:00;1594613850.0;[1594613850, 1594613928.6, 1594614297.0, 1594614596.4, 1594615174.2, 1594615605.0, 1594615719.0, 1594615801.8];2020-07-13 04:50:01.800000+00:00;0.0;2;2;Client_2;K;dylVBGS;K_2;'s''c1''71''74''26''8''5';L1;Analyst_6;['s', 'c1', '71', '74', '26', '8', '5'];Distance LESS 3;32.53;32.53;---;--;Closed;False;False;True;True;False;True;True;False;202.67.211.217;37454;154.94.72.8;64733
44;Monaco;2020-07-18 11:45:33+00:00;1595072733;2020-07-18 11:45:33+00:00;1595072733.0;[1595072733, 1595072786.4, 1595072870.4, 1595072916.6000001, 1595073392.4, 1595073452.4];2020-07-18 11:57:32.400000+00:00;0.0;2;2;Client_1;B;d6RpS;B_5;'s''c4''2a''7d''5';L1;Analyst_3;['s', 'c4', '2a', '7d', '5'];Distance LESS 3;11.99;11.99;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
45;Spain;2020-07-20 21:10:40+00:00;1595279440;2020-07-20 21:10:40+00:00;1595279440.0;[1595279440, 1595279564.8, 1595279648.8, 1595279861.8, 1595279989.6, 1595280251.8];2020-07-20 21:24:11.800000+00:00;0.0;1;1;Client_1;A;WB8P;A_1;'x''c6''92''9';L1;Analyst_1;['x', 'c6', '92', 'c6', '9'];Distance LESS 3;13.53;13.53;---;--;Closed;False;False;False;False;False;True;True;False;---;---;---;---
46;Chad;2020-07-21 11:50:41+00:00;1595332241;2020-07-21 11:50:41+00:00;1595332241.0;[1595332241, 1595332313.0, 1595332679.0, 1595332863.8, 1595333345.0, 1595333392.4, 1595333438.0];2020-07-21 12:10:38+00:00;0.0;2;2;Client_2;L;dwe7bS;L_1;'s''ef''6a''8e''a8''5';L1;Analyst_3;['s', 'ef', '6a', '8e', 'a8', '5'];Distance LESS 3;19.95;19.95;---;--;Closed;False;False;False;False;True;False;True;False;---;---;---;---
47;North Korea;2020-07-23 03:23:40+00:00;1595474620;2020-07-23 03:23:40+00:00;1595474620.0;[1595474620, 1595474681.8, 1595474888.2, 1595474966.8, 1595475078.3999999, 1595475323.1999998];2020-07-23 03:35:23.200000+00:00;0.0;4;4;Client_1;I;dJQP;I_6;'s''bd''79''9';L1;Analyst_9;['s', 'c7', 'bd', '79', '9'];Distance LESS 3;11.72;11.72;---;--;Closed;False;False;True;False;False;True;True;True;---;---;---;---
48;Bulgaria;2020-07-27 11:17:44+00:00;1595848664;2020-07-27 11:17:44+00:00;1595848664.0;[1595848664, 1595848745.6, 1595848922.0, 1595848985.0, 1595849169.8, 1595849245.3999999];2020-07-27 11:27:25.400000+00:00;0.0;2;2;Client_2;B;d6RpS;B_1;'s''33''2a''22''5';L1;Analyst_2;['s', '33', '2a', '22', '5'];Distance LESS 3;9.69;9.69;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
49;Cameroon;2020-07-31 01:34:50+00:00;1596159290;2020-07-31 01:34:50+00:00;1596159290.0;[1596159290, 1596159465.8, 1596159984.2, 1596160119.8, 1596160382.0, 1596160601.0, 1596160871.0, 1596161048.6, 1596161559.1999998, 1596161709.7999997];2020-07-31 02:15:09.800000+00:00;0.0;2;2;Client_2;E;WenfBvP;E_2;'x''e1''c5''66''6c''dd''9';L1;Analyst_4;['x', 'e1', 'c5', '2b', '66', '6c', '1f', 'dd', '9'];Distance LESS 3;40.33;40.33;---;--;Closed;False;False;True;False;False;True;False;True;197.159.229.129;987;57.75.204.195;55364
50;Uganda;2020-08-02 03:28:22+00:00;1596338902;2020-08-02 03:28:22+00:00;1596338902.0;[1596338902, 1596338958.4, 1596339469.0, 1596339874.0, 1596339921.4];2020-08-02 03:45:21.400000+00:00;0.0;2;2;Client_1;F;d8rS;F_2;'s''fb''8c''5';L1;Analyst_9;['s', 'fb', '8c', '5'];Distance LESS 3;16.99;16.99;---;--;Closed;False;False;False;True;False;False;False;False;196.45.126.0;29996;41.203.235.204;57950
51;Saudi Arabia;2020-08-06 21:08:28+00:00;1596748108;2020-08-06 21:08:28+00:00;1596748108.0;[1596748108, 1596748357.0, 1596749142.4, 1596749621.2, 1596749864.8, 1596750193.6, 1596750432.3999999, 1596751013.1999998, 1596751204.6];2020-08-06 22:00:04.600000+00:00;0.0;3;3;Client_2;C;W1YOumP;C_7;'x''ff''9e''25''74''fa''9';L1;Analyst_5;['x', 'ff', '9e', '25', '74', 'fa', '5b', '9'];Distance LESS 3;51.61;51.61;---;--;Closed;False;False;False;False;False;True;True;False;---;---;---;---
52;Lesotho;2020-08-11 01:18:03+00:00;1597108683;2020-08-11 01:18:03+00:00;1597108683.0;[1597108683, 1597108772.1, 1597109531.1, 1597110006.3, 1597110630.0, 1597110818.1, 1597111136.2199998, 1597111204.1999998];2020-08-11 02:00:04.200000+00:00;0.0;2;2;Client_1;K;dylVBGS;K_1;'s''6c''a7''e9''7''57''5';L1;Analyst_9;['s', '6c', 'a7', 'e9', '7', '57', '5'];Distance LESS 3;38.2;42.02;---;--;Closed;False;True;True;True;False;True;True;False;217.74.230.8;1013;190.2.204.235;61014
53;Guinea-Bissau;2020-08-16 15:55:05+00:00;1597593305;2020-08-16 16:00:00+00:00;1597593600.0;[1597593600.0, 1597593749.4, 1597593901.2, 1597594131.0, 1597594291.8];2020-08-16 16:11:31.800000+00:00;4.916666666666667;1;1;Client_2;A;WB8P;A_1;'x''c6''92''9';L1;Analyst_8;['x', 'c6', '92', '9'];Distance LESS 3;11.53;11.53;---;--;Closed;False;False;False;False;False;True;True;False;---;---;---;---
54;Guinea;2020-08-16 19:03:17+00:00;1597604597;2020-08-16 19:03:17+00:00;1597604597.0;[1597604597, 1597604814.8, 1597604896.3999999, 1597605096.1999998, 1597605148.9999998];2020-08-16 19:12:29+00:00;0.0;4;4;Client_1;D;WMAS;D_3;'x''6b''5f''5';L1;Analyst_1;['x', '6b', '5f', '5'];Distance LESS 3;9.2;9.2;---;--;Closed;False;False;False;False;False;False;False;True;---;---;---;---
