id;country;raised;raised_tsp;allocated;allocated_tsp;stages;fixed;wait time;init_priority;priority;client;family;family action;subfamily;subfamily action;team;analyst;action;action status;duration;duration_outlier;similar;inheritance elapsed time;status;escalate;outlier;_feature_0;_feature_1;_feature_2;_feature_3;_feature_4;_feature_5;destination_ip;destination_port;source_ip;source_port
14;Central African Republic;2020-05-11 16:10:04+00:00;1589213404;2020-05-11 16:10:04+00:00;1589213404.0;[1589213404, 1589213620.6, 1589213801.8, 1589214047.2, 1589214252.4, 1589214298.6000001];2020-05-11 16:24:58.600000+00:00;0.0;2;2;Client_2;B;jWUxt;B_6;'P''91''ad''f8''y';L1;Analyst_7;['P', '91', 'ad', 'f8', 'y'];Distance LESS 3;14.91;14.91;---;--;Closed;False;False;True;True;True;False;False;True;---;---;---;---
15;Qatar;2020-05-12 07:55:48+00:00;1589270148;2020-05-12 08:00:00+00:00;1589270400.0;[1589270400.0, 1589270578.8, 1589270928.0, 1589271039.0];2020-05-12 08:10:39+00:00;4.2;2;2;Client_1;K;jLw;K_2;'P''8b''0';L1;Analyst_6;['P', '8b', '0'];Distance LESS 3;10.65;10.65;---;--;Closed;False;False;False;True;True;False;True;False;---;---;---;---
16;Mexico;2020-05-13 06:41:29+00:00;1589352089;2020-05-13 06:41:29+00:00;1589352089.0;[1589352089, 1589352384.8, 1589352824.6, 1589352943.3999999];2020-05-13 06:55:43.400000+00:00;0.0;2;2;Client_2;K;jLw;K_2;'P''8b''0';L1;Analyst_9;['P', '8b', '0'];Distance LESS 3;14.24;14.24;---;--;Closed;False;False;False;True;True;False;True;False;---;---;---;---
17;Hong Kong;2020-05-15 06:48:01+00:00;1589525281;2020-05-15 06:48:01+00:00;1589525281.0;[1589525281, 1589525362.6, 1589525783.8, 1589526202.6, 1589526330.3999999];2020-05-15 07:05:30.400000+00:00;0.0;2;2;Client_1;F;zrxw;F_1;'G''a0''96''0';L1;Analyst_3;['G', 'a0', '96', '0'];Distance LESS 3;17.49;17.49;---;--;Closed;False;False;False;False;True;False;False;True;103.17.117.208;46338;186.65.117.145;62529
18;Slovakia;2020-05-15 14:42:02+00:00;1589553722;2020-05-15 14:42:02+00:00;1589553722.0;[1589553722, 1589553849.2, 1589554068.8, 1589554253.0, 1589554411.4];2020-05-15 14:53:31.400000+00:00;0.0;3;3;Client_1;C;j7sw;C_4;'P''77''d4''0';L1;Analyst_2;['P', '77', 'd4', '0'];Distance LESS 3;11.49;11.49;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
19;Ghana;2020-05-15 16:34:11+00:00;1589560451;2020-05-15 16:34:11+00:00;1589560451.0;[1589560451, 1589560755.26, 1589561035.76, 1589561204.06, 1589561322.2];2020-05-15 16:48:42.200000+00:00;0.0;3;3;Client_1;C;j7sw;C_3;'P''77''77''0';L1;Analyst_1;['P', '77', '77', '0'];Distance LESS 3;13.2;14.52;---;--;Closed;False;True;False;False;False;False;False;False;---;---;---;---
20;Taiwan;2020-05-19 07:46:11+00:00;1589874371;2020-05-19 07:46:11+00:00;1589874371.0;[1589874371, 1589874525.2, 1589874903.2, 1589875089.8];2020-05-19 07:58:09.800000+00:00;0.0;2;2;Client_1;K;jLw;K_1;'P''8b''0';L1;Analyst_9;['P', '8b', '0'];Distance LESS 3;11.98;11.98;---;--;Closed;False;False;False;True;True;False;True;False;---;---;---;---
21;Costa Rica;2020-05-19 08:07:41+00:00;1589875661;2020-05-19 08:07:41+00:00;1589875661.0;[1589875661, 1589875974.8, 1589876274.2, 1589876453.6000001];2020-05-19 08:20:53.600000+00:00;0.0;2;2;Client_2;K;jLw;K_1;'P''8b''0';L1;Analyst_2;['P', '8b', '0'];Distance LESS 3;13.21;13.21;---;--;Closed;False;False;False;True;True;False;True;False;---;---;---;---
22;Antigua and Barbuda;2020-05-21 08:55:24+00:00;1590051324;2020-05-21 08:55:24+00:00;1590051324.0;[1590051324, 1590051486.0, 1590051706.2, 1590051951.0, 1590052288.2, 1590052327.8];2020-05-21 09:12:07.800000+00:00;0.0;2;2;Client_1;B;jWUxt;B_1;'P''91''82''22''y';L1;Analyst_6;['P', '91', '82', '22', 'y'];Distance LESS 3;16.73;16.73;---;--;Closed;False;False;True;True;True;False;False;True;---;---;---;---
23;Niger;2020-05-28 02:14:36+00:00;1590632076;2020-05-28 02:14:36+00:00;1590632076.0;[1590632076, 1590632230.8, 1590632502.6, 1590632554.1999998];2020-05-28 02:22:34.200000+00:00;0.0;1;1;Client_1;J;jIt;J_2;'P''f3''y';L1;Analyst_4;['P', 'f3', 'y'];Distance LESS 3;7.97;7.97;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
24;Sri Lanka;2020-05-31 08:49:57+00:00;1590914997;2020-05-31 08:49:57+00:00;1590914997.0;[1590914997, 1590915051.6, 1590915480.0, 1590915604.8, 1590915758.3999999];2020-05-31 09:02:38.400000+00:00;0.0;2;2;Client_1;F;zrxw;F_2;'G''bf''70''0';L1;Analyst_2;['G', 'bf', '70', '0'];Distance LESS 3;12.69;12.69;---;--;Closed;False;False;False;False;True;False;False;True;202.129.235.180;831;41.191.66.81;60344
25;Singapore;2020-05-31 15:19:36+00:00;1590938376;2020-05-31 15:19:36+00:00;1590938376.0;[1590938376, 1590938647.8, 1590938790.0, 1590939189.6, 1590939294.0];2020-05-31 15:34:54+00:00;0.0;4;4;Client_2;D;j8vw;D_5;'P''f5''e''0';L1;Analyst_6;['P', 'f5', 'e', '0'];Distance LESS 3;15.3;15.3;---;--;Closed;False;False;True;True;True;True;True;False;202.1.142.136;30183;180.189.163.43;64158
26;Jamaica;2020-06-06 00:26:16+00:00;1591403176;2020-06-06 00:26:16+00:00;1591403176.0;[1591403176, 1591403473.6, 1591403669.8, 1591403854.0, 1591403935.0];2020-06-06 00:38:55+00:00;0.0;3;3;Client_1;C;j7sw;C_8;'P''cc''77''0';L1;Analyst_3;['P', '77', 'd4', '3'];Distance GREATER than 3;12.65;12.65;---;--;Transfer;False;False;False;False;False;False;False;False;---;---;---;---
27;Somalia;2020-06-09 23:58:56+00:00;1591747136;2020-06-10 00:00:00+00:00;1591747200.0;[1591747200.0, 1591747321.2, 1591747744.8, 1591747903.2];2020-06-10 00:11:43.200000+00:00;1.0666666666666667;2;2;Client_2;K;jLw;K_2;'P''8b''0';L1;Analyst_4;['P', '8b', '0'];Distance LESS 3;11.72;11.72;---;--;Closed;False;False;False;True;True;False;True;False;---;---;---;---
28;Bolivia;2020-06-12 13:42:27+00:00;1591969347;2020-06-12 13:42:27+00:00;1591969347.0;[1591969347, 1591969566.6, 1591969734.0, 1591969859.4, 1591970052.0, 1591970150.4];2020-06-12 13:55:50.400000+00:00;0.0;4;4;Client_1;D;j8vw;D_6;'P''f5''73''0';L1;Analyst_2;['P', 'f5', '73', '73', '0'];Distance LESS 3;13.39;13.39;---;--;Closed;False;False;True;True;True;True;True;False;181.227.86.24;357;212.39.182.24;64822
29;South Africa;2020-06-13 04:13:14+00:00;1592021594;2020-06-13 04:13:14+00:00;1592021594.0;[1592021594, 1592021790.8, 1592022042.8, 1592022097.3999999, 1592022237.1999998, 1592022298.3999999];2020-06-13 04:24:58.400000+00:00;0.0;2;2;Client_1;E;jAiDt;E_5;'P''2a''bd''18''y';L1;Analyst_4;['P', '2a', 'bd', '18', 'y'];Distance LESS 3;11.74;11.74;---;--;Closed;False;False;False;False;False;False;False;False;154.16.117.201;654;46.36.202.128;51578
30;Central African Republic;2020-06-15 03:47:36+00:00;1592192856;2020-06-15 03:47:36+00:00;1592192856.0;[1592192856, 1592193165.0, 1592193479.4, 1592193605.4];2020-06-15 04:00:05.400000+00:00;0.0;2;2;Client_1;K;jLw;K_1;'P''8b''0';L1;Analyst_3;['P', '8b', '0'];Distance LESS 3;12.49;12.49;---;--;Closed;False;False;False;True;True;False;True;False;---;---;---;---
31;Moldova;2020-06-17 05:28:18+00:00;1592371698;2020-06-17 05:28:18+00:00;1592371698.0;[1592371698, 1592371734.6, 1592371815.6, 1592371899.6, 1592371988.3999999, 1592372135.3999999];2020-06-17 05:35:35.400000+00:00;0.0;4;4;Client_1;I;zvnw;I_5;'G''bf''bf''0';L1;Analyst_3;['G', 'bf', 'bf', 'bf', '0'];Distance LESS 3;7.29;7.29;---;--;Closed;False;False;True;True;True;True;True;True;93.117.131.244;14781;122.201.32.144;64588
32;Greece;2020-06-19 01:54:59+00:00;1592531699;2020-06-19 01:54:59+00:00;1592531699.0;[1592531699, 1592531937.8, 1592532130.3999999, 1592532427.3999999, 1592532579.1999998, 1592533029.7999997, 1592533094.5999997];2020-06-19 02:18:14.600000+00:00;0.0;2;2;Client_1;E;jAiDt;E_3;'P''2a''f7''18''y';L1;Analyst_4;['P', '2a', 'f7', '18', 'f7', 'y'];Distance LESS 3;23.26;23.26;---;--;Closed;False;False;False;False;False;False;False;False;193.41.229.154;523;103.251.133.152;62548
33;Myanmar;2020-06-19 21:07:50+00:00;1592600870;2020-06-19 21:07:50+00:00;1592600870.0;[1592600870, 1592600993.6, 1592601333.1999998, 1592601507.1999998, 1592601666.7999997];2020-06-19 21:21:06.800000+00:00;0.0;3;3;Client_2;C;j7sw;C_7;'P''e7''77''0';L1;Analyst_8;['P', 'e7', '77', '0'];Distance LESS 3;13.28;13.28;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
34;Mauritania;2020-06-22 01:30:07+00:00;1592789407;2020-06-22 01:30:07+00:00;1592789407.0;[1592789407, 1592789554.0, 1592789831.8, 1592789878.6];2020-06-22 01:37:58.600000+00:00;0.0;1;1;Client_1;J;jIt;J_2;'P''f3''y';L1;Analyst_3;['P', 'f3', 'y'];Distance LESS 3;7.86;7.86;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
35;Egypt;2020-06-22 08:29:08+00:00;1592814548;2020-06-22 08:29:08+00:00;1592814548.0;[1592814548, 1592814598.4, 1592814912.2, 1592815100.6000001, 1592815177.4];2020-06-22 08:39:37.400000+00:00;0.0;2;2;Client_1;L;zmAw;L_1;'G''6b''6f''0';L1;Analyst_6;['G', '6b', '6f', '0'];Distance LESS 3;10.49;10.49;---;--;Closed;False;False;True;True;True;False;False;True;---;---;---;---
36;Venezuela;2020-06-23 03:19:47+00:00;1592882387;2020-06-23 03:19:47+00:00;1592882387.0;[1592882387, 1592882543.6, 1592882667.8, 1592882979.2, 1592883185.0, 1592883237.2];2020-06-23 03:33:57.200000+00:00;0.0;1;1;Client_2;H;jWudt;H_3;'P''1a''80''62''y';L1;Analyst_9;['P', '1a', '80', '62', 'y'];Distance LESS 3;14.17;14.17;---;--;Closed;False;False;True;False;True;True;False;True;---;---;---;---
37;Hong Kong;2020-06-29 08:15:04+00:00;1593418504;2020-06-29 08:15:04+00:00;1593418504.0;[1593418504, 1593418570.0, 1593418803.4, 1593419189.2, 1593419299.6000001];2020-06-29 08:28:19.600000+00:00;0.0;2;2;Client_1;F;zrxw;F_1;'G''a0''96''0';L1;Analyst_2;['G', 'a0', '96', '0'];Distance LESS 3;13.26;13.26;---;--;Closed;False;False;False;False;True;False;False;True;203.215.147.136;39501;202.45.163.104;53194
38;Estonia;2020-06-30 08:13:19+00:00;1593504799;2020-06-30 08:13:19+00:00;1593504799.0;[1593504799, 1593504975.4, 1593505351.6000001, 1593505515.4, 1593506036.8000002, 1593506132.8000002];2020-06-30 08:35:32.800000+00:00;0.0;1;1;Client_1;H;jWudt;H_1;'P''32''5e''35''y';L1;Analyst_5;['P', '32', '5e', '35', 'y'];Distance LESS 3;22.23;22.23;---;--;Closed;False;False;True;False;True;True;False;True;---;---;---;---
39;Kosovo;2020-06-30 21:02:35+00:00;1593550955;2020-06-30 21:02:35+00:00;1593550955.0;[1593550955, 1593551078.6, 1593551249.0, 1593551325.2];2020-06-30 21:08:45.200000+00:00;0.0;1;1;Client_2;J;jIt;J_2;'P''f3''y';L1;Analyst_1;['P', '96', 'y'];Distance LESS 3;6.17;6.17;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
40;Tonga;2020-07-02 18:49:58+00:00;1593715798;2020-07-02 18:49:58+00:00;1593715798.0;[1593715798, 1593715866.4, 1593716038.6000001, 1593716254.6000001, 1593716536.0000002, 1593716726.8000002, 1593716830.6000001];2020-07-02 19:07:10.600000+00:00;0.0;1;1;Client_1;A;zadnt;A_1;'G''9f''28''38''y';L1;Analyst_8;['G', '9f', 'ed', '28', '38', 'y'];Distance LESS 3;17.21;17.21;---;--;Closed;False;False;True;True;False;True;True;True;---;---;---;---
41;Singapore;2020-07-04 00:58:50+00:00;1593824330;2020-07-04 00:58:50+00:00;1593824330.0;[1593824330, 1593824570.0, 1593824784.2, 1593825006.2, 1593825147.8, 1593825241.3999999];2020-07-04 01:14:01.400000+00:00;0.0;2;2;Client_1;E;jAiDt;E_3;'P''2a''f7''18''y';L1;Analyst_3;['P', '2a', 'f7', '18', 'y'];Distance LESS 3;15.19;15.19;---;--;Closed;False;False;False;False;False;False;False;False;103.12.244.163;273;103.19.81.37;60960
42;Central African Republic;2020-07-09 00:26:12+00:00;1594254372;2020-07-09 00:26:12+00:00;1594254372.0;[1594254372, 1594254634.2, 1594254859.8, 1594255099.8, 1594255258.8, 1594255320.0];2020-07-09 00:42:00+00:00;0.0;2;2;Client_1;E;jAiDt;E_6;'P''a7''f7''96''y';L1;Analyst_9;['P', 'a7', 'f7', '96', 'y'];Distance LESS 3;15.8;15.8;---;--;Closed;False;False;False;False;False;False;False;False;197.242.183.168;48844;32.59.0.214;49556
43;Iran;2020-07-09 14:03:53+00:00;1594303433;2020-07-09 14:03:53+00:00;1594303433.0;[1594303433, 1594303475.6, 1594303556.0, 1594303901.0, 1594304303.0, 1594304799.8, 1594304843.6];2020-07-09 14:27:23.600000+00:00;0.0;1;1;Client_1;A;zadnt;A_1;'G''9f''28''38''y';L1;Analyst_2;['G', '9f', '28', 'dc', '38', 'y'];Distance LESS 3;23.51;23.51;---;--;Closed;False;False;True;True;False;True;True;True;---;---;---;---
44;Lesotho;2020-07-11 14:51:58+00:00;1594479118;2020-07-11 14:51:58+00:00;1594479118.0;[1594479118, 1594479185.8, 1594479277.0, 1594479362.8, 1594479460.6, 1594479634.6];2020-07-11 15:00:34.600000+00:00;0.0;4;4;Client_2;I;zvnw;I_8;'G''fc''88''0';L1;Analyst_2;['G', 'fc', 'bf', '88', '0'];Distance LESS 3;8.61;8.61;---;--;Closed;False;False;True;True;True;True;True;True;80.78.20.164;15063;103.19.81.98;54233
45;Mauritania;2020-07-17 13:51:14+00:00;1594993874;2020-07-17 13:51:14+00:00;1594993874.0;[1594993874, 1594994063.6, 1594994342.0, 1594994533.4, 1594994630.6000001];2020-07-17 14:03:50.600000+00:00;0.0;3;3;Client_1;C;j7sw;C_1;'P''77''dc''0';L1;Analyst_2;['P', '77', 'dc', '0'];Distance LESS 3;12.61;12.61;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
46;Philippines;2020-07-21 05:05:03+00:00;1595307903;2020-07-21 05:05:03+00:00;1595307903.0;[1595307903, 1595307975.6, 1595308561.02, 1595308789.3799999, 1595308973.52, 1595309113.44];2020-07-21 05:25:13.440000+00:00;0.0;2;2;Client_1;L;zmAw;L_1;'G''6b''6f''0';L1;Analyst_4;['G', '6b', 'ac', '59', '0'];Distance LESS 3;18.34;20.174;---;--;Closed;False;True;True;True;True;False;False;True;---;---;---;---
47;Zimbabwe;2020-07-23 21:50:50+00:00;1595541050;2020-07-23 21:50:50+00:00;1595541050.0;[1595541050, 1595541173.6, 1595541565.3999999, 1595541768.8, 1595541929.6];2020-07-23 22:05:29.600000+00:00;0.0;3;3;Client_2;C;j7sw;C_2;'P''e7''77''0';L1;Analyst_1;['P', 'e7', '77', '0'];Distance LESS 3;14.66;14.66;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
48;Burundi;2020-07-24 21:11:03+00:00;1595625063;2020-07-24 21:11:03+00:00;1595625063.0;[1595625063, 1595625209.4, 1595625338.4, 1595625457.2, 1595625540.6000001];2020-07-24 21:19:00.600000+00:00;0.0;4;4;Client_1;D;j8vw;D_2;'P''f5''73''0';L1;Analyst_7;['P', 'f5', '73', '0'];Distance LESS 3;7.96;7.96;---;--;Closed;False;False;True;True;True;True;True;False;196.223.36.200;851;180.189.175.78;63106
49;Spain;2020-07-28 19:27:50+00:00;1595964470;2020-07-28 19:27:50+00:00;1595964470.0;[1595964470, 1595964773.0, 1595964986.6, 1595965043.6];2020-07-28 19:37:23.600000+00:00;0.0;1;1;Client_2;J;jIt;J_2;'P''f3''y';L1;Analyst_1;['P', '96', 'y'];Distance LESS 3;9.56;9.56;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
50;Gabon;2020-07-29 16:33:17+00:00;1596040397;2020-07-29 16:33:17+00:00;1596040397.0;[1596040397, 1596040605.8, 1596040968.2, 1596041234.6000001, 1596041295.2];2020-07-29 16:48:15.200000+00:00;0.0;1;1;Client_2;G;j8Ct;G_1;'P''19''aa''y';L1;Analyst_8;['P', '19', 'aa', 'y'];Distance LESS 3;14.97;14.97;---;--;Closed;False;False;False;True;True;True;True;False;---;---;---;---
51;Gabon;2020-08-04 09:46:52+00:00;1596534412;2020-08-04 09:46:52+00:00;1596534412.0;[1596534412, 1596534539.2, 1596534767.8, 1596534856.6];2020-08-04 09:54:16.600000+00:00;0.0;2;2;Client_2;K;jLw;K_1;'P''8b''0';L1;Analyst_6;['P', '8b', '0'];Distance LESS 3;7.41;7.41;---;--;Closed;False;False;False;True;True;False;True;False;---;---;---;---
52;Sudan;2020-08-07 19:03:11+00:00;1596826991;2020-08-07 19:03:11+00:00;1596826991.0;[1596826991, 1596827238.8, 1596827412.8, 1596827601.8, 1596827745.2];2020-08-07 19:15:45.200000+00:00;0.0;3;3;Client_2;C;j7sw;C_6;'P''77''d4''0';L1;Analyst_7;['P', '77', 'd4', '0'];Distance LESS 3;12.57;12.57;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
53;Colombia;2020-08-11 19:32:22+00:00;1597174342;2020-08-11 19:32:22+00:00;1597174342.0;[1597174342, 1597174433.8, 1597174579.0, 1597174921.6, 1597175108.8, 1597175207.8];2020-08-11 19:46:47.800000+00:00;0.0;1;1;Client_1;A;zadnt;A_1;'G''9f''28''38''y';L1;Analyst_1;['G', '9f', '28', '38', 'y'];Distance LESS 3;14.43;14.43;---;--;Closed;False;False;True;True;False;True;True;True;---;---;---;---
54;Germany;2020-08-17 11:46:26+00:00;1597664786;2020-08-17 11:46:26+00:00;1597664786.0;[1597664786, 1597664975.42, 1597665266.48, 1597665521.9, 1597665581.96];2020-08-17 11:59:41.960000+00:00;0.0;1;1;Client_1;G;j8Ct;G_1;'P''19''aa''y';L1;Analyst_2;['P', '19', 'aa', 'y'];Distance LESS 3;12.06;13.266;---;--;Closed;False;True;False;True;True;True;True;False;---;---;---;---
55;Federated States of Micronesia;2020-08-19 01:01:49+00:00;1597798909;2020-08-19 01:01:49+00:00;1597798909.0;[1597798909, 1597799044.6, 1597799168.1999998, 1597799235.3999999];2020-08-19 01:07:15.400000+00:00;0.0;1;1;Client_2;J;jIt;J_3;'P''e4''y';L1;Analyst_3;['P', 'e4', 'y'];Distance LESS 3;5.44;5.44;---;--;Closed;False;False;False;False;False;False;False;False;---;---;---;---
56;Saudi Arabia;2020-08-22 08:20:06+00:00;1598084406;2020-08-22 08:20:06+00:00;1598084406.0;[1598084406, 1598084455.2, 1598084946.6000001, 1598085060.0000002, 1598085175.2000003];2020-08-22 08:32:55.200000+00:00;0.0;2;2;Client_2;F;zrxw;F_2;'G''bf''70''0';L1;Analyst_5;['G', 'bf', '70', '0'];Distance LESS 3;12.82;12.82;---;--;Closed;False;False;False;False;True;False;False;True;192.251.61.138;685;79.126.221.82;54340
57;Rwanda;2020-08-23 08:40:17+00:00;1598172017;2020-08-23 08:40:17+00:00;1598172017.0;[1598172017, 1598172093.56, 1598172519.26, 1598172822.86, 1598173007.0];2020-08-23 08:56:47+00:00;0.0;2;2;Client_1;L;zmAw;L_1;'G''6b''6f''0';L1;Analyst_6;['G', '6b', '6f', '0'];Distance LESS 3;15.0;16.5;---;--;Closed;False;True;True;True;True;False;False;True;---;---;---;---
58;Serbia;2020-08-24 23:01:41+00:00;1598310101;2020-08-24 23:01:41+00:00;1598310101.0;[1598310101, 1598310332.6, 1598310631.3999999, 1598310775.9999998, 1598311213.3999999, 1598311275.8];2020-08-24 23:21:15.800000+00:00;0.0;1;1;Client_1;H;jWudt;H_2;'P''32''5e''62''y';L1;Analyst_7;['P', '32', '5e', '62', 'y'];Distance LESS 3;19.58;19.58;---;--;Closed;False;False;True;False;True;True;False;True;---;---;---;---
